-5,4.294533984,1.343989521
-4.75,-19.42302815,-31.76139463
-4.5,-16.97547013,-10.0435512
-4.25,0.239182174,-14.29473715
-4,22.05766335,-15.09996039
-3.75,30.63607744,-30.58301703
-3.5,12.56944714,-54.41401841
-3.25,-5.147945008,14.9943459
-3,17.56952186,-31.09694839
-2.75,22.26667792,-16.85121854
-2.5,-9.059087844,-41.26299741
-2.25,-10.21991202,-15.37858296
-2,22.45516248,29.99617644
-1.75,7.966526889,24.67939706
-1.5,-5.230317815,-5.531358786
-1.25,5.218988632,33.24440277
-1,0.507529001,1.052066776
-0.75,-17.19428135,2.548557522
-0.5,24.87642937,-5.67858767
-0.25,5.958433323,8.913978644
0,-8.063395209,-30.97578315
0.25,-11.42816987,7.465303807
0.5,-16.83824088,-24.15687283
0.75,2.445739259,-7.411588155
1,-4.846402492,-14.92362176
1.25,-6.816298561,-49.21768276
1.5,2.524897347,-18.70444245
1.75,12.10978839,6.484718394
2,-18.31862189,-6.256133542
2.25,-18.45699237,-3.545628872
2.5,7.856713234,-10.98072356
2.75,16.43091139,-18.39309893
3,55.06007036,8.632170149
3.25,30.08548686,-44.38585439
3.5,10.85888478,-38.0826621
3.75,8.544802111,-22.35741682
4,2.546802778,-8.490754312
4.25,4.254498365,-45.87137182
4.5,2.357340935,-36.90610005
4.75,9.106501213,-65.82025995
5,-23.57848012,-41.27520953
5.25,-10.84866273,24.48137567
5.5,-13.53259761,-19.81874501
5.75,5.633005894,-7.839972509
6,-2.177626017,-38.26195081
6.25,-22.93839127,-8.856517075
6.5,5.480758422,-24.64534639
6.75,-4.992386701,-59.24387704
7,-16.80638761,-24.40057502
7.25,8.623200472,-20.08226437
7.5,22.99646653,15.29387951
7.75,16.49665041,-21.14637341
8,37.5868373,-1.103367498
8.25,7.845718268,14.55902189
8.5,-9.702578281,17.35796178
8.75,-1.409394212,13.70074649
9,12.7318657,36.82584879
9.25,-34.66607893,-3.243703154
9.5,-20.73240461,-10.31234513
9.75,-23.50289405,23.14806175
10,-32.16934811,-22.54363266
