-5,10.12602526,-23.44290383
-4.75,12.55390378,-19.4727295
-4.5,14.67583754,-18.2172856
-4.25,14.64593977,-16.43044345
-4,11.88873185,-14.54294841
-3.75,8.059222171,-10.72007128
-3.5,6.488041278,-3.918318975
-3.25,7.131534405,-5.792612213
-3,4.935344172,-1.905493663
-2.75,2.152009432,0.200908655
-2.5,3.284395413,5.358783331
-2.25,4.561884415,7.281106201
-2,1.754989105,3.531584146
-1.75,0.759173244,0.446659514
-1.5,1.412962971,1.138079362
-1.25,0.760589392,-3.017470985
-1,0.697148267,-3.148979332
-0.75,2.846433436,-3.467549022
-0.5,-0.263120236,-2.757725563
-0.25,-1.007924401,-3.871972894
0,0,0
0.25,1.428521234,-0.933162976
0.5,3.533301344,2.086446128
0.75,3.227583937,3.012894648
1,3.833384248,4.878347368
1.25,4.685421568,11.03055771
1.5,4.3698094,13.36861302
1.75,2.856085851,12.55802322
2,5.145913588,13.34003991
2.25,7.453037634,13.78324352
2.5,6.47094848,15.15583397
2.75,4.417084556,17.45497133
3,-2.465424239,16.37595006
3.25,-6.226110097,21.92418186
3.5,-7.583470695,26.68451463
3.75,-8.651570959,29.47919173
4,-8.969921306,30.54053602
4.25,-9.501733601,36.27445749
4.5,-9.796401218,40.88772
4.75,-10.93471387,49.11525249
5,-7.987403855,54.27465369
5.25,-6.631321014,51.21448173
5.5,-4.939746313,53.69182485
5.75,-5.643872049,54.67182142
6,-5.371668797,59.45456527
6.25,-2.504369889,60.5616299
6.5,-3.189464691,63.6422982
6.75,-2.565416354,71.04778283
7,-0.464617902,74.09785471
7.25,-1.542517961,76.60813776
7.5,-4.417076278,74.69640282
7.75,-6.479157579,77.33969949
8,-11.17751224,77.47762043
8.25,-12.15822703,75.65774269
8.5,-10.94540474,73.48799747
8.75,-10.76923046,71.77540416
9,-12.36071368,67.17217306
9.25,-8.02745381,67.57763596
9.5,-5.435903233,68.8666791
9.75,-2.498041476,65.97317138
10,1.523127037,68.79112546
