-5,2.36657598,-1.532182441,2.470287105,7.625576708
-4.75,2.587715536,-5.730749663,3.485814023,11.13770891
-4.5,-0.184253456,-3.376184703,3.273725221,10.22344572
-4.25,1.325729781,-0.22979501,3.183868076,9.621463603
-4,-1.823432845,-8.351434398,3.626702516,10.81188328
-3.75,0.233400419,-7.812333344,3.122523736,6.758589558
-3.5,-2.466683759,-9.286520498,3.616432174,7.320232274
-3.25,-0.350431947,-6.766718727,3.583163953,6.504818452
-3,0.531615964,-6.084892273,3.405161165,7.771173824
-2.75,-0.919293868,-4.914092039,3.298515841,7.149334779
-2.5,0.725877093,-8.226030981,4.102441546,6.716143465
-2.25,0.05131513,-7.633061932,3.877227046,4.948904644
-2,3.885063469,-6.912045675,4.37614516,5.071556854
-1.75,2.351112359,-9.483351967,4.012388191,6.883673523
-1.5,4.337281147,-15.839522,4.636589197,4.42865638
-1.25,2.537647925,-13.33301954,4.323947073,4.121781912
-1,1.977602261,-12.18138333,4.159859821,4.151623882
-0.75,1.695941138,-11.96051123,3.85154381,4.691545978
-0.5,3.67286025,-12.30194369,3.163506617,2.563730988
-0.25,3.211794046,-13.76199024,3.226476352,2.369717291
0,3.325895284,-8.805242946,3.699190674,3.369755077
0.25,2.86228371,-13.11852254,3.152150535,2.243058832
0.5,1.306959371,-9.824756087,1.8536345,1.620796114
0.75,6.263965963,-10.81333338,3.599323087,2.022013939
1,6.591384822,-14.09512806,3.306016838,3.337515829
1.25,4.934621965,-10.87487192,3.389577699,2.409817418
1.5,5.453108825,-14.99721585,3.728742364,2.822734356
1.75,4.986370862,-13.24150424,2.975151386,3.758375164
2,4.310051031,-14.52773181,3.437499607,2.678159787
2.25,3.852323024,-15.95740563,3.359285723,5.544578354
2.5,4.91275933,-7.949993458,2.935208083,3.251651593
2.75,6.702604066,-6.889675774,2.257532554,3.807484321
3,7.478303684,-14.75520622,2.056168471,4.523678859
3.25,7.026095103,-15.2917475,2.952829065,4.672495882
3.5,8.479359321,-9.783092506,2.795779488,5.003768847
3.75,10.24547981,-12.49194662,2.887326282,1.443534191
4,5.741317942,-16.67615703,3.092908503,5.553810812
4.25,6.011460311,-15.51607196,3.17551655,3.785402743
4.5,5.618786545,-14.06033696,3.328549662,5.191188235
4.75,4.501239809,-14.78255698,3.348654257,3.461811822
5,7.750392022,-11.64307638,3.103990024,3.837102726
5.25,6.951489309,-10.2777607,4.251055838,6.788458463
5.5,6.565164387,-11.04537186,4.39802045,1.570063475
5.75,4.687085633,-14.39850225,4.043571856,2.956710465
6,6.458392164,-5.87053063,3.485884136,6.844117545
6.25,3.869346277,-10.18330273,3.207648256,4.870743567
6.5,2.703407715,-9.052558753,2.484503708,2.461655991
6.75,2.710494199,-7.654189288,2.735082809,4.425386249
7,-0.356352246,-14.78828609,2.826473366,4.320038789
7.25,0.70154079,-9.617619507,2.790294479,2.370346153
7.5,0.354476516,-7.032399138,2.872927138,3.703895281
7.75,1.581760686,-7.649973425,2.298141223,2.918035016
8,4.97412322,-6.133825983,2.619841371,2.056761417
8.25,5.938558207,-9.425451737,2.621716844,1.934362804
8.5,4.565296432,-10.00853418,3.300892989,2.52190168
8.75,4.995848634,-9.143959473,1.705155043,3.651994989
9,5.780598617,-6.917925365,1.880175557,1.623425032
9.25,5.766798648,-8.389705118,2.656913846,1.806625927
9.5,6.094585402,-8.450453333,3.398308641,2.250653589
9.75,4.569818254,-4.09979345,2.914590566,2.305553185
10,7.5912219,-7.571848343,4.276700162,2.729079125
