-5,-3.121483401,-30.37143895,8.080807804,16.22229308
-4.75,-0.204238124,-18.40265168,4.693301024,18.48821433
-4.5,-10.66493099,-33.02641952,7.469342943,15.86542258
-4.25,-4.047300832,-12.50368851,8.178775412,1.046964603
-4,-8.04610726,3.943379395,6.282985201,34.85117094
-3.75,-12.1696785,-7.794688514,7.101231792,14.93581769
-3.5,-2.672970954,-20.47029456,4.918278109,17.43639554
-3.25,-5.278661193,-1.414652593,6.828984434,14.06644924
-3,0.006768222,-17.79802762,4.209807096,8.401951006
-2.75,1.581310473,-24.91416586,4.770502107,5.150834452
-2.5,-6.52504322,-32.3173909,4.978833657,13.36455079
-2.25,-2.477925317,-31.45030202,4.372307606,17.18870583
-2,9.352484784,0.456832781,6.646690968,8.428154933
-1.75,-0.59791781,-10.25177678,7.880025288,14.92991323
-1.5,4.391025301,-8.844120477,7.026833389,5.637851467
-1.25,-5.045984587,-16.62172179,4.249981272,16.45634257
-1,1.856398404,-13.32503844,6.037173927,8.132818763
-0.75,2.63498988,-14.39081941,6.330463321,11.71594403
-0.5,4.81605355,-24.15577721,7.960389058,10.06785935
-0.25,7.476415871,-16.66566633,5.115844142,10.88940963
0,-8.803776111,-4.347920087,3.995020303,10.38286943
0.25,-3.015723928,-0.02602836,5.248079592,7.099950072
0.5,5.129379671,7.800564063,7.672049902,8.731529622
0.75,-3.983029096,-22.76356327,4.293013043,12.99909943
1,-11.60139418,-13.09573837,9.548598958,7.948920725
1.25,-1.744489944,-28.93290327,6.419818357,6.056992449
1.5,0.856157259,-8.107169488,6.855725106,16.15107167
1.75,-6.381159216,-21.76311848,6.704127906,9.83468891
2,-11.73296423,-12.62078488,5.008571537,4.5342461
2.25,-0.431127018,-19.52826076,7.241765629,11.19964486
2.5,-2.50723181,-17.77117679,5.120336488,4.710099079
2.75,6.10078648,-32.99457101,4.512572556,4.748730023
3,8.681554126,-8.575502685,8.301218943,7.293425259
3.25,10.74958939,-21.99133375,4.940436429,8.681546665
3.5,-1.77264479,-11.97087065,5.40572673,10.54415155
3.75,5.928780549,-32.58011987,4.946489335,7.287056618
4,5.845513891,-13.10915728,7.589429049,7.59974344
4.25,5.727979899,-20.759264,4.835355975,8.957671943
4.5,-1.740736716,-25.98058518,4.2256724,4.377613547
4.75,-8.184037968,-30.52749367,5.447692858,13.07663705
5,-6.970128838,-20.45952701,4.43630715,10.13451228
5.25,1.949685629,2.582749415,5.582594284,8.714596067
5.5,-4.598225701,-28.54636171,5.623836216,9.463891917
5.75,-6.410140706,-6.956886655,6.150960504,7.738122734
6,-7.126727064,-27.83242225,4.835357253,3.68522145
6.25,-9.56743067,-23.77808576,4.393633595,6.432639107
6.5,-1.419705328,-29.59269315,7.364218287,9.362521893
6.75,-2.82234902,-31.80791583,4.764791826,11.18633306
7,-2.525947933,-6.80156079,3.137493771,7.820323505
7.25,-6.157339088,-31.73039424,6.619542544,7.451121665
7.5,-5.652272323,-11.66253603,5.801805675,8.621612738
7.75,2.365867867,-29.05011318,6.139224539,9.618668406
8,7.486396348,-5.102766953,8.107756337,5.59805081
8.25,-1.177425558,-6.167578553,8.650803438,7.530951208
8.5,-4.906191521,-3.468708999,6.578037857,11.35863206
8.75,5.078506366,3.146926199,6.746772723,15.07813015
9,6.758835048,2.40424523,7.713287104,11.56412965
9.25,7.244857335,-14.08351129,5.881436181,5.763362152
9.5,9.258285931,-21.96918742,5.460593707,5.710987475
9.75,1.322965356,-0.547977397,5.950608777,17.69555815
10,-1.944527146,-5.962606424,6.091365779,9.667944408
