# x/R,  y/R,  z/R,  Fx (mN),  Fy (mN),  Fz (mN)
-0.027582  -0.014755  0.050716  -0.003824  0.000443  -0.005263
-0.030829  -0.014050  0.044909  -0.002997  0.001118  -0.005549
-0.033241  -0.012613  0.038857  -0.002365  0.001719  -0.005375
-0.035247  -0.010692  0.033232  -0.002099  0.001947  -0.004728
-0.037141  -0.008801  0.028391  -0.001817  0.001682  -0.004039
-0.038580  -0.007390  0.024148  -0.001056  0.001154  -0.003727
-0.038914  -0.006545  0.019978  0.000061  0.000719  -0.003808
-0.038065  -0.006011  0.015726  0.000983  0.000507  -0.003919
-0.036514  -0.005653  0.011537  0.001487  0.000482  -0.003741
-0.034604  -0.005256  0.007698  0.001803  0.000688  -0.003119
-0.032368  -0.004650  0.004432  0.002225  0.001056  -0.002147
-0.029605  -0.003817  0.002032  0.002865  0.001285  -0.001136
-0.026168  -0.003068  0.000482  0.003692  0.001129  -0.000440
-0.021816  -0.002739  -0.000386  0.004538  0.000814  -0.000032
-0.016647  -0.002650  -0.000693  0.005167  0.000853  0.000238
-0.011078  -0.002316  -0.000570  0.005514  0.001360  0.000428
-0.005568  -0.001399  -0.000243  0.005778  0.001975  0.000492
0.000000  0.000000  0.000000  0.006183  0.002216  0.000452
0.006102  0.001516  0.000106  0.006683  0.001876  0.000447
0.013102  0.002550  0.000202  0.007078  0.001122  0.000599
0.020814  0.002862  0.000565  0.007135  0.000477  0.000921
0.028476  0.002770  0.001319  0.006813  0.000296  0.001306
0.035466  0.002813  0.002417  0.006296  0.000453  0.001526
0.041472  0.003213  0.003487  0.005815  0.000507  0.001428
0.046861  0.003597  0.004252  0.005544  0.000224  0.001111
0.052091  0.003661  0.004610  0.005410  -0.000154  0.000816
0.057389  0.003454  0.004754  0.005248  -0.000421  0.000679
0.062496  0.003102  0.004843  0.004887  -0.000533  0.000504
0.067090  0.002804  0.004658  0.004281  -0.000583  0.000003
0.070933  0.002582  0.003810  0.003480  -0.000710  -0.000773
0.073986  0.002261  0.002211  0.002701  -0.000956  -0.001428
0.076467  0.001606  0.000186  0.002149  -0.001031  -0.001676
0.078606  0.000902  -0.001872  0.001747  -0.000729  -0.001602
0.080335  0.000399  -0.003844  0.001228  -0.000320  -0.001570
0.081255  0.000094  -0.005923  0.000590  -0.000238  -0.001840
0.081390  -0.000396  -0.008329  0.000114  -0.000502  -0.002396
0.081117  -0.001096  -0.011106  -0.000072  -0.000637  -0.003018
0.080763  -0.001636  -0.014191  -0.000280  -0.000321  -0.003512
0.080023  -0.001657  -0.017484  -0.000898  0.000299  -0.003796
0.078214  -0.001114  -0.021003  -0.001926  0.000763  -0.003900
0.074875  -0.000349  -0.024821  -0.002857  0.000749  -0.003938
0.070443  0.000247  -0.028900  -0.003162  0.000330  -0.004057
0.066006  0.000487  -0.033264  -0.002862  -0.000043  -0.004249
0.062318  0.000676  -0.037834  -0.002560  -0.000108  -0.004262
0.059178  0.000965  -0.042360  -0.002740  0.000046  -0.003913
0.056016  0.001431  -0.046523  -0.003248  0.000206  -0.003307
0.052570  0.001870  -0.050138  -0.003700  0.000294  -0.002674
0.048968  0.002296  -0.053209  -0.003848  0.000406  -0.002198
0.045442  0.002792  -0.055941  -0.003695  0.000604  -0.002000
0.042182  0.003583  -0.058669  -0.003309  0.000832  -0.002067
0.039166  0.004712  -0.061580  -0.002873  0.000971  -0.002159
0.036381  0.006136  -0.064450  -0.002378  0.001009  -0.002018
0.034113  0.007654  -0.066742  -0.001668  0.001065  -0.001546
0.032782  0.009300  -0.068018  -0.000704  0.001328  -0.000846
0.032564  0.011163  -0.068268  0.000351  0.001683  -0.000117
0.033353  0.013117  -0.067760  0.001397  0.001768  0.000491
0.035176  0.014692  -0.066805  0.002466  0.001322  0.000961
0.038088  0.015455  -0.065520  0.003507  0.000507  0.001443
0.041831  0.015397  -0.063882  0.004404  -0.000241  0.001989
0.046111  0.014871  -0.061896  0.005093  -0.000649  0.002506
0.050837  0.014223  -0.059581  0.005579  -0.000767  0.003000
0.056100  0.013553  -0.056786  0.005904  -0.000815  0.003414
0.061895  0.012805  -0.053618  0.006232  -0.000869  0.003494
0.068324  0.011954  -0.050566  0.006666  -0.000916  0.003159
0.075397  0.011044  -0.047984  0.007039  -0.000928  0.002737
0.082902  0.010131  -0.045733  0.007076  -0.000963  0.002617
0.090232  0.009209  -0.043436  0.006653  -0.001165  0.002852
0.096755  0.008124  -0.040906  0.005933  -0.001540  0.003148
0.102473  0.006867  -0.038252  0.005251  -0.001888  0.003234
0.107658  0.005547  -0.035730  0.004775  -0.002116  0.003051
0.112579  0.004170  -0.033555  0.004475  -0.002286  0.002624
0.117289  0.002582  -0.031966  0.004247  -0.002446  0.002130
0.121854  0.000659  -0.030837  0.003983  -0.002531  0.001743
0.126126  -0.001557  -0.029958  0.003624  -0.002422  0.001557
0.129882  -0.003779  -0.029107  0.003143  -0.002132  0.001404
0.132808  -0.005784  -0.028500  0.002599  -0.001738  0.000966
0.135049  -0.007356  -0.028659  0.002139  -0.001338  0.000231
0.136977  -0.008547  -0.029759  0.001749  -0.001102  -0.000336
0.138656  -0.009590  -0.031324  0.001315  -0.001031  -0.000462
0.139958  -0.010598  -0.032800  0.000830  -0.000986  -0.000402
0.140704  -0.011536  -0.034184  0.000380  -0.001015  -0.000532
0.140949  -0.012598  -0.035735  0.000100  -0.001292  -0.000814
0.140906  -0.013980  -0.037515  -0.000060  -0.001765  -0.001001
0.140659  -0.015707  -0.039380  -0.000378  -0.002145  -0.001221
0.140002  -0.017532  -0.041509  -0.000917  -0.002201  -0.001829
0.138934  -0.019307  -0.044469  -0.001504  -0.001890  -0.002913
0.137420  -0.020804  -0.048641  -0.002109  -0.001225  -0.004081
0.135340  -0.021695  -0.053851  -0.002852  -0.000388  -0.004931
0.132343  -0.021831  -0.059619  -0.003715  0.000276  -0.005316
0.128292  -0.021398  -0.065527  -0.004412  0.000559  -0.005333
0.123520  -0.020705  -0.071290  -0.004602  0.000480  -0.005179
0.118768  -0.019995  -0.076746  -0.004248  0.000360  -0.004987
0.114635  -0.019174  -0.081840  -0.003602  0.000471  -0.004777
0.111223  -0.018030  -0.086738  -0.002973  0.000714  -0.004518
0.108296  -0.016681  -0.091749  -0.002527  0.000660  -0.004198
0.105694  -0.015643  -0.096806  -0.002146  0.000016  -0.003732
0.103645  -0.015465  -0.101406  -0.001620  -0.000897  -0.003145
0.102384  -0.016043  -0.105139  -0.000906  -0.001361  -0.002642
0.101972  -0.016679  -0.108158  -0.000063  -0.001013  -0.002461
0.102375  -0.016740  -0.110976  0.000871  -0.000178  -0.002566
0.103618  -0.016123  -0.113878  0.001836  0.000648  -0.002630
0.105702  -0.014998  -0.116687  0.002797  0.001121  -0.002342
0.108724  -0.013755  -0.118999  0.003747  0.001236  -0.001611
0.112650  -0.012582  -0.120458  0.004630  0.001144  -0.000689
0.117465  -0.011589  -0.121051  0.005384  0.000890  0.000061
0.123032  -0.010922  -0.121091  0.005937  0.000547  0.000372
0.129108  -0.010591  -0.121003  0.006290  0.000201  0.000307
0.135318  -0.010551  -0.121016  0.006550  0.000012  0.000143
0.141526  -0.010515  -0.121111  0.006805  0.000095  0.000085
0.147983  -0.010206  -0.121243  0.007060  0.000433  0.000159
0.154995  -0.009420  -0.121346  0.007223  0.000838  0.000276
0.162539  -0.008321  -0.121435  0.007177  0.001073  0.000338
0.170167  -0.007209  -0.121529  0.006845  0.001091  0.000349
0.177342  -0.006378  -0.121612  0.006258  0.001022  0.000360
0.183574  -0.005847  -0.121611  0.005584  0.000949  0.000423
0.188929  -0.005578  -0.121435  0.004984  0.000772  0.000460
0.193632  -0.005618  -0.121131  0.004507  0.000451  0.000380
0.197942  -0.005973  -0.120834  0.004139  0.000002  0.000183
0.201970  -0.006774  -0.120758  0.003837  -0.000440  -0.000124
0.205764  -0.007879  -0.121126  0.003502  -0.000695  -0.000628
0.209273  -0.009086  -0.122325  0.003072  -0.000694  -0.001324
0.212298  -0.010029  -0.124454  0.002581  -0.000390  -0.001839
0.214752  -0.010430  -0.127059  0.002170  -0.000064  -0.001763
0.216718  -0.010444  -0.129381  0.001922  -0.000005  -0.001218
0.218511  -0.010410  -0.131212  0.001772  -0.000263  -0.000838
0.220225  -0.010717  -0.133000  0.001437  -0.000652  -0.001000
0.221628  -0.011456  -0.135177  0.000778  -0.000768  -0.001546
0.222316  -0.012228  -0.137744  -0.000051  -0.000445  -0.002116
0.222087  -0.012596  -0.140501  -0.000825  0.000117  -0.002509
0.220961  -0.012363  -0.143393  -0.001473  0.000629  -0.002806
0.219105  -0.011615  -0.146549  -0.002029  0.000853  -0.003082
0.216690  -0.010800  -0.150079  -0.002505  0.000587  -0.003318
0.213956  -0.010505  -0.153900  -0.002952  -0.000091  -0.003373
0.210945  -0.011025  -0.157694  -0.003399  -0.000825  -0.003232
0.207628  -0.012197  -0.161250  -0.003740  -0.001088  -0.003075
0.204124  -0.013254  -0.164661  -0.003833  -0.000589  -0.003086
0.200684  -0.013520  -0.168142  -0.003882  0.000373  -0.003143
0.197190  -0.012806  -0.171603  -0.004107  0.001255  -0.002983
0.193329  -0.011307  -0.174855  -0.004402  0.001636  -0.002723
0.188944  -0.009509  -0.178197  -0.004401  0.001393  -0.002623
0.184475  -0.007873  -0.181880  -0.003951  0.000753  -0.002677
0.180556  -0.006731  -0.185713  -0.003240  0.000167  -0.002629
0.177548  -0.005929  -0.189130  -0.002500  0.000154  -0.002351
0.175449  -0.004854  -0.191840  -0.001761  0.000738  -0.001959
0.174148  -0.003202  -0.193888  -0.001047  0.001428  -0.001610
0.173542  -0.001232  -0.195451  -0.000312  0.001730  -0.001207
0.173675  0.000505  -0.196507  0.000667  0.001559  -0.000623
0.174974  0.001689  -0.197023  0.002061  0.001047  0.000067
0.177944  0.002100  -0.197036  0.003658  0.000348  0.000685
0.182555  0.001804  -0.196569  0.004971  -0.000236  0.001172
0.188142  0.001161  -0.195647  0.005715  -0.000436  0.001705
0.194055  0.000660  -0.193980  0.005976  -0.000262  0.002344
0.199967  0.000468  -0.191574  0.006012  0.000022  0.002886
0.205750  0.000481  -0.188711  0.006051  0.000240  0.003113
0.211364  0.000524  -0.185956  0.006231  0.000201  0.003019
0.216984  0.000234  -0.183509  0.006503  -0.000216  0.002821
0.223029  -0.000704  -0.181181  0.006745  -0.000981  0.002716
0.229667  -0.002492  -0.178681  0.006897  -0.001754  0.002688
0.236766  -0.004741  -0.176091  0.006943  -0.002100  0.002525
0.244039  -0.006841  -0.173782  0.006839  -0.001911  0.002171
0.251217  -0.008353  -0.171919  0.006454  -0.001538  0.001698
0.257807  -0.009466  -0.170555  0.005690  -0.001442  0.001255
0.263286  -0.010715  -0.169488  0.004709  -0.001715  0.001007
0.267535  -0.012460  -0.168499  0.003882  -0.001998  0.001028
0.271005  -0.014488  -0.167375  0.003513  -0.001904  0.001141
0.274309  -0.016287  -0.166266  0.003580  -0.001537  0.001082
0.277761  -0.017696  -0.165445  0.003821  -0.001260  0.000754
0.281382  -0.018918  -0.165126  0.003957  -0.001219  0.000247
0.285022  -0.020143  -0.165358  0.003856  -0.001237  -0.000304
0.288449  -0.021306  -0.166166  0.003325  -0.001220  -0.000865
0.291155  -0.022421  -0.167600  0.002219  -0.001142  -0.001367
0.292554  -0.023388  -0.169585  0.000691  -0.001013  -0.001749
0.292387  -0.024182  -0.171964  -0.000701  -0.000947  -0.002017
0.291161  -0.024919  -0.174570  -0.001398  -0.001098  -0.002248
0.289752  -0.025922  -0.177347  -0.001314  -0.001470  -0.002534
0.288761  -0.027350  -0.180310  -0.000895  -0.001864  -0.002912
0.288148  -0.029035  -0.183435  -0.000774  -0.002113  -0.003257
0.287304  -0.030818  -0.186606  -0.001222  -0.002180  -0.003522
0.285637  -0.032613  -0.189972  -0.002006  -0.001970  -0.003836
0.283065  -0.034189  -0.193849  -0.002747  -0.001410  -0.004212
0.279776  -0.035265  -0.198330  -0.003403  -0.000667  -0.004468
0.275909  -0.035765  -0.203127  -0.004011  0.000140  -0.004467
0.271626  -0.035574  -0.207866  -0.004392  0.000973  -0.004368
0.267207  -0.034639  -0.212672  -0.004323  0.001687  -0.004411
0.262861  -0.033030  -0.217930  -0.003802  0.002071  -0.004623
0.258862  -0.031141  -0.223667  -0.002983  0.002027  -0.004773
0.255543  -0.029426  -0.229358  -0.002085  0.001680  -0.004718
0.253244  -0.028134  -0.234541  -0.001327  0.001128  -0.004441
0.251853  -0.027433  -0.239075  -0.000873  0.000476  -0.003994
0.251003  -0.027284  -0.243019  -0.000623  0.000012  -0.003483
0.250576  -0.027331  -0.246467  -0.000229  0.000004  -0.002994
0.250730  -0.027150  -0.249481  0.000472  0.000411  -0.002504
0.251601  -0.026441  -0.252042  0.001395  0.001002  -0.001952
0.253215  -0.025199  -0.253990  0.002403  0.001426  -0.001415
0.255606  -0.023764  -0.255369  0.003435  0.001483  -0.001044
0.258985  -0.022435  -0.256444  0.004474  0.001241  -0.000852
0.263599  -0.021383  -0.257399  0.005439  0.000887  -0.000687
0.269422  -0.020556  -0.258211  0.006173  0.000521  -0.000477
0.276064  -0.020021  -0.258831  0.006608  0.000012  -0.000295
0.282919  -0.019981  -0.259289  0.006799  -0.000591  -0.000145
0.289657  -0.020406  -0.259503  0.006841  -0.001001  0.000101
0.296321  -0.021017  -0.259327  0.006874  -0.001029  0.000451
0.303112  -0.021576  -0.258777  0.006908  -0.000747  0.000716
0.310008  -0.021918  -0.258153  0.006890  -0.000410  0.000715
0.316893  -0.022118  -0.257808  0.006756  -0.000343  0.000521
0.323622  -0.022508  -0.257787  0.006498  -0.000625  0.000371
0.330072  -0.023321  -0.257899  0.006165  -0.000974  0.000425
0.336093  -0.024390  -0.257862  0.005802  -0.001004  0.000563
0.341615  -0.025189  -0.257724  0.005424  -0.000614  0.000521
0.346758  -0.025414  -0.257744  0.005001  -0.000179  0.000124
0.351457  -0.025314  -0.258307  0.004501  -0.000136  -0.000496
0.355683  -0.025478  -0.259464  0.003957  -0.000506  -0.000951
0.359397  -0.026179  -0.260944  0.003411  -0.000875  -0.001060
0.362731  -0.027117  -0.262541  0.002869  -0.000890  -0.000843
0.365688  -0.027759  -0.264051  0.002202  -0.000669  -0.000513
0.368093  -0.028079  -0.265460  0.001488  -0.000559  -0.000329
0.369911  -0.028403  -0.266737  0.001005  -0.000705  -0.000493
0.371354  -0.029101  -0.268198  0.000864  -0.000960  -0.001037
0.372618  -0.030152  -0.270148  0.000794  -0.000954  -0.001746
0.373525  -0.030912  -0.272740  0.000388  -0.000462  -0.002306
0.373686  -0.030775  -0.275608  -0.000341  0.000283  -0.002618
0.373037  -0.029704  -0.278522  -0.001031  0.000701  -0.002909
0.371905  -0.028513  -0.281497  -0.001462  0.000387  -0.003263
0.370532  -0.028039  -0.284620  -0.001790  -0.000424  -0.003638
0.368802  -0.028528  -0.288123  -0.002262  -0.001122  -0.003877
0.366356  -0.029522  -0.291970  -0.003037  -0.001257  -0.003911
0.362774  -0.030419  -0.296104  -0.003928  -0.000927  -0.003833
0.358179  -0.030908  -0.300224  -0.004531  -0.000502  -0.003774
0.353152  -0.030949  -0.304317  -0.004668  -0.000237  -0.003834
0.348233  -0.030737  -0.308494  -0.004487  -0.000212  -0.003870
0.343634  -0.030408  -0.312712  -0.004303  -0.000361  -0.003712
0.339218  -0.030122  -0.316738  -0.004213  -0.000502  -0.003374
0.334890  -0.029836  -0.320471  -0.004145  -0.000338  -0.003036
0.330590  -0.029322  -0.323985  -0.003979  0.000219  -0.002737
0.326556  -0.028343  -0.327222  -0.003547  0.000920  -0.002443
0.323166  -0.026888  -0.330199  -0.002823  0.001394  -0.002090
0.320776  -0.025250  -0.332738  -0.001906  0.001436  -0.001558
0.319376  -0.023826  -0.334680  -0.000858  0.001019  -0.000847
0.319052  -0.023098  -0.335828  0.000352  0.000457  -0.000139
0.319903  -0.022953  -0.336291  0.001647  0.000343  0.000372
0.321926  -0.022763  -0.336270  0.002861  0.000767  0.000801
0.325056  -0.022076  -0.335705  0.003953  0.001228  0.001251
0.329313  -0.021069  -0.334649  0.004969  0.001193  0.001631
0.334779  -0.020265  -0.333275  0.005812  0.000614  0.001799
0.341205  -0.020123  -0.331900  0.006254  -0.000224  0.001860
0.347926  -0.020752  -0.330520  0.006307  -0.000945  0.001979
0.354296  -0.021927  -0.329107  0.006267  -0.001219  0.002034
0.360280  -0.023154  -0.327735  0.006458  -0.000971  0.001913
0.366423  -0.024083  -0.326386  0.006916  -0.000559  0.001778
0.373417  -0.024835  -0.324790  0.007383  -0.000318  0.001890
0.381220  -0.025579  -0.322693  0.007590  -0.000204  0.002125
0.389242  -0.026216  -0.320419  0.007463  -0.000211  0.002192
0.396812  -0.026846  -0.318377  0.007000  -0.000606  0.002093
0.403544  -0.027950  -0.316726  0.006328  -0.001419  0.002027
0.409542  -0.029784  -0.315278  0.005755  -0.002176  0.001980
0.415371  -0.032142  -0.314049  0.005457  -0.002466  0.001715
0.421403  -0.034596  -0.313317  0.005253  -0.002299  0.001233
0.427449  -0.036903  -0.313126  0.004829  -0.001934  0.000845
0.432766  -0.038883  -0.313245  0.004023  -0.001464  0.000743
0.436699  -0.040349  -0.313357  0.003077  -0.000935  0.000744
0.439371  -0.041266  -0.313461  0.002360  -0.000593  0.000557
0.441350  -0.042092  -0.313751  0.002041  -0.000652  0.000094
0.443202  -0.043233  -0.314471  0.002039  -0.000997  -0.000531
0.445159  -0.044913  -0.315738  0.002037  -0.001361  -0.001131
0.447071  -0.046964  -0.317517  0.001783  -0.001450  -0.001544
0.448619  -0.048961  -0.319582  0.001262  -0.001131  -0.001721
0.449584  -0.050428  -0.321674  0.000523  -0.000555  -0.001717
0.449747  -0.051204  -0.323612  -0.000417  -0.000140  -0.001659
0.448938  -0.051735  -0.325414  -0.001408  -0.000156  -0.001672
0.447170  -0.052502  -0.327301  -0.002217  -0.000401  -0.001952
0.444731  -0.053553  -0.329624  -0.002679  -0.000500  -0.002534
0.441944  -0.054513  -0.332726  -0.002820  -0.000453  -0.003238
0.439067  -0.055326  -0.336626  -0.002839  -0.000482  -0.003814
0.436249  -0.056021  -0.340894  -0.002964  -0.000600  -0.004169
0.433420  -0.056673  -0.345201  -0.003249  -0.000705  -0.004471
0.430384  -0.057207  -0.349691  -0.003603  -0.000661  -0.004878
0.426897  -0.057475  -0.354741  -0.003913  -0.000386  -0.005358
0.422830  -0.057240  -0.360664  -0.004142  0.000155  -0.005696
0.418273  -0.056243  -0.367312  -0.004293  0.000771  -0.005656
0.413579  -0.054710  -0.374082  -0.004341  0.001162  -0.005175
0.409167  -0.053099  -0.380177  -0.004218  0.001157  -0.004431
0.405327  -0.051947  -0.385124  -0.003815  0.000891  -0.003662
0.402173  -0.051267  -0.389070  -0.003017  0.000686  -0.003032
0.399878  -0.050798  -0.392354  -0.001908  0.000604  -0.002453
0.398628  -0.050379  -0.394919  -0.000703  0.000465  -0.001762
0.398451  -0.050171  -0.396643  0.000478  0.000192  -0.001095
0.399292  -0.050208  -0.397738  0.001618  0.000094  -0.000780
0.401112  -0.050119  -0.398729  0.002694  0.000413  -0.000877
0.403872  -0.049530  -0.399918  0.003703  0.000987  -0.001095
0.407578  -0.048388  -0.401270  0.004648  0.001364  -0.001083
0.412239  -0.047097  -0.402435  0.005524  0.001261  -0.000720
0.417912  -0.046088  -0.403132  0.006265  0.000654  -0.000150
0.424364  -0.045721  -0.403313  0.006828  -0.000182  0.000371
0.431329  -0.045903  -0.403189  0.007224  -0.000762  0.000580
0.438733  -0.046154  -0.403194  0.007421  -0.000878  0.000379
0.446550  -0.046197  -0.403624  0.007380  -0.000836  -0.000009
0.454404  -0.046260  -0.404388  0.007097  -0.000950  -0.000213
0.461694  -0.046662  -0.405012  0.006651  -0.001164  0.000020
0.468129  -0.047437  -0.405013  0.006184  -0.001218  0.000516
0.473880  -0.048342  -0.404400  0.005832  -0.000999  0.000810
0.479344  -0.049141  -0.403679  0.005651  -0.000693  0.000686
0.484772  -0.049833  -0.403285  0.005592  -0.000522  0.000281
0.490330  -0.050573  -0.403415  0.005541  -0.000495  -0.000176
0.495859  -0.051335  -0.404020  0.005375  -0.000513  -0.000622
0.501062  -0.052127  -0.405124  0.005092  -0.000590  -0.001032
0.505810  -0.052972  -0.406604  0.004757  -0.000773  -0.001222
0.510212  -0.054028  -0.408081  0.004410  -0.001006  -0.001050
0.514361  -0.055288  -0.409178  0.003946  -0.001016  -0.000748
0.518075  -0.056412  -0.410016  0.003228  -0.000621  -0.000595
0.520993  -0.057074  -0.410919  0.002322  -0.000091  -0.000659
0.522927  -0.057387  -0.412139  0.001509  0.000081  -0.000897
0.524088  -0.057921  -0.413879  0.001076  -0.000282  -0.001269
0.524931  -0.059087  -0.416199  0.001043  -0.000777  -0.001756
0.525780  -0.060641  -0.419074  0.001082  -0.000881  -0.002239
0.526471  -0.061928  -0.422203  0.000738  -0.000644  -0.002584
0.526541  -0.062790  -0.425379  -0.000082  -0.000440  -0.002805
0.525733  -0.063373  -0.428578  -0.001003  -0.000314  -0.002998
0.524300  -0.063729  -0.431896  -0.001721  -0.000075  -0.003109
0.522498  -0.063745  -0.435199  -0.002382  0.000339  -0.003026
0.520123  -0.063360  -0.438344  -0.003222  0.000726  -0.002797
0.516811  -0.062828  -0.441328  -0.004110  0.000789  -0.002665
0.512380  -0.062574  -0.444439  -0.004767  0.000509  -0.002830
0.507059  -0.062822  -0.447978  -0.005027  0.000196  -0.003201
0.501450  -0.063344  -0.451839  -0.004950  0.000142  -0.003511
0.496104  -0.063737  -0.455704  -0.004722  0.000297  -0.003563
0.491212  -0.063842  -0.459294  -0.004487  0.000393  -0.003361
0.486591  -0.063782  -0.462666  -0.004228  0.000455  -0.003015
0.482224  -0.063451  -0.465870  -0.003705  0.000695  -0.002724
0.478528  -0.062694  -0.469078  -0.002853  0.000998  -0.002603
0.475824  -0.061625  -0.472295  -0.001843  0.001154  -0.002510
0.474164  -0.060463  -0.475405  -0.000897  0.001044  -0.002276
0.473437  -0.059415  -0.478071  -0.000055  0.000758  -0.001844
0.473584  -0.058518  -0.480044  0.000759  0.000457  -0.001367
0.474600  -0.057821  -0.481379  0.001600  0.000232  -0.001091
0.476531  -0.057357  -0.482443  0.002436  0.000141  -0.001154
0.479163  -0.057109  -0.483550  0.003267  0.000153  -0.001278
0.482583  -0.057006  -0.484437  0.004193  0.000141  -0.001051
0.487053  -0.057052  -0.484740  0.005194  -0.000086  -0.000297
0.492722  -0.057390  -0.484172  0.006129  -0.000584  0.000745
0.499418  -0.058210  -0.482862  0.006829  -0.001144  0.001647
0.506738  -0.059403  -0.481041  0.007272  -0.001412  0.002221
0.514373  -0.060619  -0.478950  0.007476  -0.001272  0.002478
0.522088  -0.061400  -0.476715  0.007419  -0.000965  0.002535
0.529608  -0.061701  -0.474471  0.007158  -0.000868  0.002408
0.536587  -0.061797  -0.472430  0.006858  -0.001088  0.002070
0.543089  -0.061997  -0.470874  0.006709  -0.001419  0.001547
0.549449  -0.062478  -0.469946  0.006744  -0.001716  0.001054
0.556083  -0.063401  -0.469462  0.006849  -0.001999  0.000790
0.563063  -0.064918  -0.469123  0.006864  -0.002282  0.000758
0.570213  -0.066990  -0.468730  0.006642  -0.002468  0.000834
0.577192  -0.069442  -0.468198  0.006084  -0.002508  0.000865
0.583555  -0.072033  -0.467594  0.005235  -0.002425  0.000722
0.588784  -0.074582  -0.467137  0.004280  -0.002208  0.000310
0.592736  -0.076772  -0.467079  0.003435  -0.001887  -0.000240
0.595712  -0.078552  -0.467453  0.002817  -0.001719  -0.000591
0.598146  -0.080266  -0.467973  0.002350  -0.001860  -0.000514
0.600225  -0.082237  -0.468324  0.001963  -0.002145  -0.000235
0.602068  -0.084508  -0.468627  0.001714  -0.002224  -0.000089
0.603748  -0.086679  -0.469128  0.001651  -0.001852  -0.000171
0.605387  -0.088280  -0.470009  0.001647  -0.001120  -0.000493
0.606905  -0.089046  -0.471424  0.001337  -0.000399  -0.001012
0.607852  -0.089227  -0.473391  0.000551  -0.000040  -0.001643
0.607835  -0.089256  -0.475860  -0.000404  -0.000021  -0.002295
0.606949  -0.089390  -0.478748  -0.001173  -0.000175  -0.002901
0.605392  -0.089743  -0.482051  -0.001695  -0.000391  -0.003415
0.603371  -0.090337  -0.485743  -0.002059  -0.000670  -0.003778
0.601009  -0.091262  -0.489700  -0.002359  -0.001050  -0.003909
0.598400  -0.092598  -0.493606  -0.002657  -0.001400  -0.003905
0.595541  -0.094188  -0.497483  -0.002992  -0.001498  -0.003955
0.592340  -0.095681  -0.501401  -0.003419  -0.001229  -0.004136
0.588675  -0.096707  -0.505482  -0.003924  -0.000685  -0.004373
0.584334  -0.097092  -0.509785  -0.004432  -0.000025  -0.004513
0.579343  -0.096805  -0.514246  -0.004741  0.000722  -0.004494
0.574085  -0.095699  -0.518727  -0.004626  0.001499  -0.004414
0.569191  -0.093714  -0.523310  -0.004097  0.001941  -0.004334
0.564960  -0.091353  -0.528061  -0.003324  0.001668  -0.004228
0.561602  -0.089481  -0.532911  -0.002474  0.000857  -0.004048
0.559198  -0.088536  -0.537555  -0.001672  0.000035  -0.003693
0.557798  -0.088367  -0.541581  -0.001047  -0.000302  -0.003076
0.557094  -0.088337  -0.544706  -0.000560  -0.000071  -0.002313
0.556958  -0.087991  -0.546970  0.000069  0.000453  -0.001653
0.557543  -0.087251  -0.548537  0.001060  0.000812  -0.001243
0.559117  -0.086460  -0.549650  0.002331  0.000654  -0.001078
0.561916  -0.086241  -0.550397  0.003556  0.000051  -0.000900
0.566062  -0.086853  -0.550452  0.004440  -0.000429  -0.000613
0.571183  -0.087902  -0.549763  0.004921  -0.000379  -0.000491
0.576703  -0.088790  -0.548811  0.005198  0.000027  -0.000714
0.582303  -0.089201  -0.548293  0.005525  0.000403  -0.000987
0.588182  -0.089152  -0.548353  0.006020  0.000502  -0.000894
0.594581  -0.088886  -0.548627  0.006557  0.000328  -0.000432
0.601393  -0.088732  -0.548740  0.006926  -0.000052  0.000055
0.608350  -0.088952  -0.548669  0.007063  -0.000469  0.000317
0.615319  -0.089529  -0.548575  0.007010  -0.000790  0.000304
0.622223  -0.090302  -0.548644  0.006855  -0.001020  0.000083
0.628846  -0.091203  -0.549036  0.006683  -0.001239  -0.000075
0.635364  -0.092237  -0.549493  0.006528  -0.001387  0.000016
0.641933  -0.093332  -0.549778  0.006306  -0.001393  0.000282
0.648524  -0.094452  -0.549712  0.005902  -0.001279  0.000569
0.654699  -0.095489  -0.549282  0.005280  -0.001070  0.000731
0.660017  -0.096360  -0.548584  0.004531  -0.000883  0.000608
0.664287  -0.097098  -0.547980  0.003800  -0.000950  0.000108
0.667637  -0.097998  -0.547904  0.003261  -0.001431  -0.000579
0.670578  -0.099502  -0.548520  0.003093  -0.002040  -0.001148
0.673744  -0.101556  -0.549783  0.003215  -0.002288  -0.001545
0.677372  -0.103780  -0.551668  0.003302  -0.002037  -0.001894
0.681033  -0.105695  -0.554218  0.003018  -0.001391  -0.002168
0.684100  -0.106930  -0.557176  0.002348  -0.000637  -0.002116
0.686183  -0.107461  -0.560008  0.001503  -0.000102  -0.001683
0.687185  -0.107575  -0.562342  0.000683  -0.000022  -0.001209
0.687161  -0.107718  -0.564392  -0.000009  -0.000375  -0.001007
0.686288  -0.108257  -0.566433  -0.000375  -0.000924  -0.000952
0.685016  -0.109280  -0.568432  -0.000394  -0.001360  -0.000933
0.683620  -0.110536  -0.570392  -0.000462  -0.001470  -0.001153
0.681929  -0.111723  -0.572704  -0.001046  -0.001229  -0.001811
0.679484  -0.112584  -0.575804  -0.002193  -0.000774  -0.002685
0.676061  -0.113088  -0.579611  -0.003406  -0.000349  -0.003379
0.671963  -0.113328  -0.583797  -0.004197  0.000007  -0.003801
