# x/R,  y/R,  z/R,  Fx (mN),  Fy (mN),  Fz (mN)
-1.494817  0.817166  0.248412  0.007991  -0.002392  -0.006967
-1.486621  0.815205  0.241702  0.008323  -0.002241  -0.006678
-1.478440  0.813610  0.235517  0.008837  -0.001810  -0.006400
-1.469693  0.812452  0.229507  0.009548  -0.001345  -0.006091
-1.459962  0.811497  0.223477  0.010301  -0.001120  -0.005700
-1.449519  0.810464  0.217664  0.010972  -0.001168  -0.005193
-1.438572  0.809191  0.212354  0.011504  -0.001390  -0.004604
-1.427144  0.807577  0.207659  0.011809  -0.001691  -0.004153
-1.415344  0.805620  0.203268  0.011829  -0.001969  -0.004000
-1.403487  0.803444  0.198935  0.011640  -0.002111  -0.004048
-1.391938  0.801250  0.194538  0.011309  -0.002179  -0.004103
-1.380904  0.799001  0.190198  0.010865  -0.002378  -0.004055
-1.370344  0.796406  0.185883  0.010245  -0.002827  -0.003991
-1.360353  0.793219  0.181587  0.009517  -0.003358  -0.003932
-1.351128  0.789645  0.177399  0.008861  -0.003634  -0.003797
-1.342484  0.786131  0.173485  0.008415  -0.003468  -0.003528
-1.334081  0.783053  0.169863  0.007996  -0.002984  -0.003323
-1.325929  0.780458  0.166163  0.007286  -0.002462  -0.003410
-1.318547  0.778222  0.162008  0.006246  -0.002111  -0.003680
-1.312590  0.776206  0.157460  0.005092  -0.001917  -0.003832
-1.308186  0.774414  0.152896  0.003935  -0.001771  -0.003747
-1.305232  0.772766  0.148494  0.002669  -0.001635  -0.003590
-1.303618  0.771197  0.144181  0.001273  -0.001537  -0.003383
-1.303228  0.769618  0.140117  -0.000120  -0.001522  -0.003003
-1.303863  0.768027  0.136642  -0.001242  -0.001600  -0.002463
-1.305240  0.766433  0.134004  -0.002038  -0.001699  -0.001944
-1.307146  0.764899  0.132053  -0.002693  -0.001637  -0.001626
-1.309610  0.763609  0.130457  -0.003490  -0.001329  -0.001430
-1.312977  0.762690  0.129079  -0.004511  -0.000886  -0.001208
-1.317616  0.762120  0.127790  -0.005562  -0.000525  -0.000773
-1.323522  0.761717  0.126821  -0.006378  -0.000329  0.000041
-1.330217  0.761401  0.126616  -0.006843  -0.000303  0.001274
-1.337087  0.760997  0.127745  -0.006966  -0.000428  0.002752
-1.343784  0.760424  0.130450  -0.006831  -0.000576  0.004193
-1.350205  0.759755  0.134623  -0.006585  -0.000560  0.005414
-1.356389  0.759256  0.139878  -0.006328  -0.000259  0.006319
-1.362364  0.759242  0.145875  -0.006034  0.000248  0.006970
-1.368068  0.759837  0.152437  -0.005564  0.000800  0.007492
-1.373254  0.760993  0.159519  -0.004879  0.001324  0.007977
-1.377654  0.762623  0.167157  -0.004191  0.001829  0.008374
-1.381362  0.764643  0.175071  -0.003771  0.002128  0.008610
-1.384699  0.766586  0.183118  -0.003567  0.001947  0.008831
-1.387845  0.767940  0.191461  -0.003325  0.001404  0.009186
-1.390736  0.768647  0.200348  -0.002897  0.000939  0.009651
-1.393217  0.769148  0.209795  -0.002424  0.000848  0.010046
-1.395321  0.769876  0.219471  -0.002077  0.001014  0.010254
-1.397137  0.770896  0.229198  -0.001819  0.001166  0.010269
-1.398703  0.772046  0.239026  -0.001557  0.001161  0.010097
-1.400036  0.773142  0.248874  -0.001299  0.000988  0.009737
-1.401172  0.774025  0.258473  -0.001058  0.000710  0.009183
-1.402169  0.774662  0.267374  -0.000892  0.000440  0.008451
-1.403130  0.775118  0.275230  -0.000947  0.000229  0.007591
-1.404399  0.775425  0.281987  -0.001314  0.000132  0.006642
-1.406242  0.775739  0.287756  -0.001804  0.000206  0.005629
-1.408603  0.776167  0.292591  -0.002037  0.000293  0.004663
-1.410979  0.776566  0.296598  -0.001774  0.000240  0.003802
-1.412938  0.776700  0.299775  -0.001246  0.000164  0.002971
-1.414536  0.776692  0.302139  -0.000900  0.000239  0.002144
-1.416148  0.776774  0.303748  -0.000913  0.000446  0.001297
-1.417941  0.777165  0.304529  -0.000972  0.000686  0.000402
-1.419491  0.777950  0.304407  -0.000703  0.000844  -0.000593
-1.420320  0.779051  0.303290  -0.000121  0.000772  -0.001618
-1.420293  0.780095  0.301306  0.000492  0.000383  -0.002532
-1.419692  0.780649  0.298635  0.000834  -0.000139  -0.003324
-1.418982  0.780610  0.295222  0.000873  -0.000468  -0.004120
-1.418397  0.780256  0.290877  0.000728  -0.000401  -0.004923
-1.418009  0.780071  0.285651  0.000727  0.000017  -0.005619
-1.417353  0.780365  0.279745  0.001173  0.000640  -0.006053
-1.415899  0.781319  0.273512  0.002086  0.001142  -0.006147
-1.413251  0.782552  0.267270  0.003266  0.001095  -0.005957
-1.409292  0.783332  0.261310  0.004435  0.000417  -0.005655
-1.404218  0.783118  0.255695  0.005325  -0.000525  -0.005478
-1.398512  0.781971  0.250289  0.005874  -0.001254  -0.005499
-1.392577  0.780338  0.244846  0.006297  -0.001576  -0.005595
-1.386329  0.778640  0.239269  0.006845  -0.001548  -0.005518
-1.379636  0.777140  0.233773  0.007617  -0.001311  -0.005196
-1.372166  0.775965  0.228516  0.008463  -0.000968  -0.004784
-1.363875  0.775190  0.223498  0.009206  -0.000764  -0.004410
-1.354725  0.774509  0.218686  0.009791  -0.000843  -0.003995
-1.344885  0.773682  0.214300  0.010225  -0.001125  -0.003464
-1.334687  0.772531  0.210575  0.010528  -0.001469  -0.002796
-1.324289  0.771046  0.207718  0.010704  -0.001755  -0.002027
-1.313805  0.769253  0.205709  0.010738  -0.002008  -0.001353
-1.303330  0.767145  0.204252  0.010594  -0.002254  -0.001130
-1.293073  0.764724  0.202561  0.010237  -0.002524  -0.001561
-1.283051  0.761915  0.199944  0.009750  -0.002746  -0.002290
-1.273473  0.758877  0.196541  0.009272  -0.002845  -0.002742
-1.264429  0.755788  0.193024  0.008860  -0.002854  -0.002678
-1.255976  0.752767  0.189988  0.008484  -0.002931  -0.002268
-1.248018  0.749638  0.187575  0.008076  -0.003135  -0.001842
-1.240410  0.746305  0.185515  0.007564  -0.003393  -0.001659
-1.233228  0.742687  0.183384  0.006852  -0.003677  -0.001758
-1.226715  0.738780  0.180938  0.005921  -0.003910  -0.002026
-1.221120  0.734669  0.178056  0.004900  -0.003887  -0.002376
-1.216532  0.730791  0.174741  0.003970  -0.003420  -0.002769
-1.212911  0.727643  0.171086  0.003240  -0.002721  -0.003103
-1.210092  0.725278  0.167397  0.002575  -0.002230  -0.003222
-1.208152  0.723353  0.164000  0.001763  -0.002136  -0.003150
-1.207137  0.721438  0.160834  0.000696  -0.002199  -0.003081
-1.207193  0.719523  0.157568  -0.000556  -0.001996  -0.003089
-1.208429  0.717941  0.154093  -0.001836  -0.001524  -0.002982
-1.210829  0.716858  0.150796  -0.002924  -0.001135  -0.002572
-1.214253  0.715943  0.148181  -0.003689  -0.001073  -0.001849
-1.218550  0.714830  0.146569  -0.003944  -0.001089  -0.001086
-1.223197  0.713546  0.145790  -0.003736  -0.000794  -0.000546
-1.227820  0.712621  0.145482  -0.003502  -0.000233  -0.000188
-1.232414  0.712290  0.145496  -0.003657  0.000053  0.000316
-1.237203  0.712170  0.146019  -0.004238  -0.000270  0.001210
-1.242345  0.711702  0.147445  -0.004853  -0.000944  0.002446
-1.247601  0.710683  0.150071  -0.005183  -0.001515  0.003730
-1.252803  0.709290  0.153881  -0.005227  -0.001642  0.004805
-1.257836  0.707965  0.158626  -0.005040  -0.001276  0.005632
-1.262508  0.707157  0.164192  -0.004592  -0.000489  0.006252
-1.266516  0.707186  0.170342  -0.003874  0.000510  0.006720
-1.269536  0.708166  0.176909  -0.002855  0.001387  0.007083
-1.271260  0.709820  0.183779  -0.001710  0.001834  0.007427
-1.271877  0.711718  0.190981  -0.000796  0.001830  0.007789
-1.271966  0.713482  0.198541  -0.000401  0.001555  0.008110
-1.272133  0.714926  0.206288  -0.000344  0.001226  0.008285
-1.272418  0.716016  0.213941  -0.000158  0.000927  0.008363
-1.272440  0.716714  0.221552  0.000319  0.000566  0.008474
-1.271947  0.716888  0.229480  0.000854  0.000200  0.008649
-1.270976  0.716684  0.237860  0.001211  -0.000026  0.008793
-1.269741  0.716333  0.246590  0.001366  -0.000115  0.008744
-1.268358  0.715966  0.255226  0.001367  -0.000183  0.008424
-1.266996  0.715574  0.263410  0.001138  -0.000312  0.007863
-1.266051  0.715137  0.270908  0.000612  -0.000407  0.007158
-1.265868  0.714793  0.277633  0.000050  -0.000412  0.006388
-1.266301  0.714631  0.283498  -0.000271  -0.000398  0.005619
-1.266963  0.714624  0.288462  -0.000304  -0.000433  0.004932
-1.267532  0.714625  0.292564  -0.000197  -0.000491  0.004350
-1.267978  0.714562  0.295979  -0.000161  -0.000583  0.003831
-1.268530  0.714315  0.298957  -0.000343  -0.000664  0.003260
-1.269453  0.714004  0.301445  -0.000716  -0.000754  0.002506
-1.270814  0.713577  0.303219  -0.001068  -0.000962  0.001518
-1.272371  0.712950  0.303970  -0.001188  -0.001247  0.000308
-1.273772  0.712050  0.303412  -0.001093  -0.001326  -0.001045
-1.274924  0.711252  0.301397  -0.000963  -0.000911  -0.002378
-1.275880  0.711004  0.298073  -0.000848  -0.000247  -0.003492
-1.276633  0.711281  0.293814  -0.000612  0.000153  -0.004289
-1.276929  0.711607  0.288965  -0.000276  0.000125  -0.004791
-1.276753  0.711668  0.283807  -0.000065  -0.000017  -0.005129
-1.276321  0.711603  0.278362  -0.000042  -0.000038  -0.005370
-1.275831  0.711630  0.272698  0.000045  0.000034  -0.005484
-1.275127  0.711821  0.266831  0.000451  -0.000067  -0.005419
-1.273926  0.711855  0.261046  0.001186  -0.000456  -0.005089
-1.272077  0.711513  0.255777  0.002154  -0.000907  -0.004542
-1.269352  0.710795  0.251260  0.003316  -0.001053  -0.003980
-1.265547  0.710094  0.247323  0.004550  -0.000783  -0.003588
-1.260646  0.709658  0.243669  0.005623  -0.000408  -0.003395
-1.254898  0.709419  0.240130  0.006450  -0.000350  -0.003274
-1.248481  0.708960  0.236708  0.007101  -0.000666  -0.003065
-1.241467  0.708142  0.233531  0.007637  -0.001062  -0.002729
-1.233824  0.706977  0.230676  0.008033  -0.001415  -0.002185
-1.225647  0.705444  0.228429  0.008313  -0.001731  -0.001437
-1.217233  0.703530  0.226949  0.008529  -0.002049  -0.000630
-1.208970  0.701287  0.226320  0.008789  -0.002313  0.000066
-1.200728  0.698860  0.226366  0.009155  -0.002495  0.000541
-1.192060  0.696287  0.226816  0.009555  -0.002667  0.000787
-1.182634  0.693497  0.227383  0.009856  -0.002863  0.000814
-1.172619  0.690452  0.227855  0.009915  -0.003100  0.000623
-1.162533  0.687139  0.228004  0.009665  -0.003416  0.000265
-1.152802  0.683423  0.227730  0.009138  -0.003765  -0.000166
-1.143779  0.679378  0.227011  0.008505  -0.003862  -0.000671
-1.135480  0.675459  0.225768  0.007896  -0.003579  -0.001201
-1.127925  0.672043  0.224036  0.007283  -0.003041  -0.001672
-1.121054  0.669274  0.221850  0.006546  -0.002637  -0.001954
-1.115065  0.666660  0.219494  0.005545  -0.002697  -0.001903
-1.110190  0.663654  0.217340  0.004425  -0.003107  -0.001595
-1.106548  0.660130  0.215597  0.003598  -0.003458  -0.001213
-1.103596  0.656487  0.214283  0.003340  -0.003434  -0.001009
-1.100658  0.653203  0.213043  0.003368  -0.003133  -0.001127
-1.097664  0.650393  0.211503  0.003124  -0.002931  -0.001469
-1.095073  0.647759  0.209503  0.002253  -0.002947  -0.001820
-1.093780  0.645219  0.207084  0.000849  -0.002914  -0.002088
-1.094112  0.642982  0.204376  -0.000653  -0.002703  -0.002320
-1.095899  0.640991  0.201377  -0.001822  -0.002403  -0.002561
-1.098415  0.639127  0.198159  -0.002447  -0.002148  -0.002712
-1.101150  0.637202  0.194950  -0.002641  -0.001953  -0.002674
-1.103833  0.635352  0.192038  -0.002596  -0.001721  -0.002575
-1.106432  0.633748  0.189441  -0.002525  -0.001396  -0.002470
-1.109106  0.632558  0.187161  -0.002653  -0.000999  -0.002223
-1.112175  0.631811  0.185233  -0.003092  -0.000632  -0.001621
-1.115801  0.631403  0.183924  -0.003644  -0.000403  -0.000619
-1.119730  0.631175  0.183591  -0.004006  -0.000324  0.000556
-1.123701  0.630932  0.184306  -0.004071  -0.000409  0.001637
-1.127555  0.630454  0.186026  -0.003899  -0.000590  0.002515
-1.131164  0.629657  0.188500  -0.003552  -0.000699  0.003222
-1.134205  0.628785  0.191542  -0.002951  -0.000643  0.003887
-1.136303  0.628092  0.195166  -0.001980  -0.000506  0.004622
-1.137186  0.627684  0.199599  -0.000651  -0.000420  0.005384
-1.136769  0.627426  0.204862  0.000671  -0.000395  0.006098
-1.135507  0.627241  0.210796  0.001490  -0.000349  0.006732
-1.134023  0.627106  0.217292  0.001680  -0.000219  0.007301
-1.132716  0.627080  0.224318  0.001519  0.000069  0.007775
-1.131638  0.627359  0.231828  0.001403  0.000445  0.008054
-1.130500  0.627946  0.239559  0.001617  0.000672  0.008073
-1.128921  0.628632  0.247206  0.002266  0.000624  0.007837
-1.126442  0.629108  0.254481  0.003164  0.000337  0.007465
-1.123012  0.629175  0.261309  0.003891  -0.000002  0.007121
-1.119081  0.628854  0.267732  0.004042  -0.000212  0.006886
-1.115309  0.628321  0.274087  0.003534  -0.000363  0.006695
-1.112192  0.627489  0.280536  0.002479  -0.000624  0.006332
-1.110115  0.626291  0.286811  0.001207  -0.000980  0.005694
-1.109027  0.624783  0.292433  0.000342  -0.001247  0.004838
-1.108312  0.623272  0.296962  0.000198  -0.001309  0.003976
-1.107426  0.621952  0.300461  0.000490  -0.001213  0.003313
-1.106247  0.620879  0.303341  0.000747  -0.001048  0.002903
-1.105044  0.620021  0.306006  0.000835  -0.000852  0.002505
-1.103936  0.619339  0.308350  0.000846  -0.000781  0.001805
-1.102957  0.618606  0.309967  0.000740  -0.001002  0.000787
-1.102280  0.617509  0.310439  0.000455  -0.001422  -0.000249
-1.101932  0.615950  0.309784  0.000130  -0.001721  -0.001029
-1.101825  0.614160  0.308240  -0.000198  -0.001569  -0.001504
-1.102021  0.612735  0.306171  -0.000601  -0.001076  -0.001655
-1.102652  0.611873  0.304071  -0.001054  -0.000704  -0.001645
-1.103767  0.611320  0.302039  -0.001467  -0.000610  -0.001811
-1.105292  0.610843  0.299689  -0.001768  -0.000475  -0.002421
-1.107114  0.610623  0.296451  -0.001904  -0.000050  -0.003304
-1.109087  0.610978  0.292121  -0.001780  0.000527  -0.004063
-1.110942  0.611911  0.286985  -0.001246  0.000903  -0.004446
-1.112154  0.613070  0.281651  -0.000362  0.000909  -0.004449
-1.112428  0.613978  0.276756  0.000601  0.000572  -0.004180
-1.111720  0.614277  0.272600  0.001397  -0.000029  -0.003766
-1.110295  0.613679  0.269047  0.001917  -0.000755  -0.003266
-1.108405  0.612176  0.265876  0.002308  -0.001306  -0.002620
-1.106152  0.610143  0.263178  0.002792  -0.001432  -0.001813
-1.103504  0.608163  0.261183  0.003478  -0.001123  -0.000963
-1.100179  0.606735  0.260011  0.004301  -0.000625  -0.000297
-1.096027  0.605879  0.259482  0.005116  -0.000274  0.000038
-1.091072  0.605305  0.259229  0.005833  -0.000317  0.000133
-1.085487  0.604485  0.259094  0.006511  -0.000773  0.000292
-1.079210  0.603156  0.259218  0.007208  -0.001392  0.000741
-1.072160  0.601313  0.259893  0.007877  -0.001912  0.001413
-1.064309  0.599155  0.261251  0.008406  -0.002162  0.002042
-1.055835  0.596940  0.263176  0.008653  -0.002226  0.002424
-1.047011  0.594645  0.265430  0.008523  -0.002358  0.002493
-1.038348  0.592071  0.267703  0.008076  -0.002582  0.002296
-1.030360  0.589198  0.269716  0.007555  -0.002707  0.002021
-1.023116  0.586276  0.271452  0.007166  -0.002668  0.001872
-1.016332  0.583379  0.273067  0.006939  -0.002675  0.001852
-1.009707  0.580339  0.274611  0.006769  -0.002920  0.001748
-1.003120  0.576874  0.275827  0.006518  -0.003322  0.001407
-0.996740  0.572986  0.276447  0.006063  -0.003704  0.001022
-0.990874  0.568780  0.276640  0.005398  -0.004022  0.000899
-0.985845  0.564389  0.276826  0.004629  -0.004242  0.001059
-0.981764  0.559983  0.277279  0.003849  -0.004308  0.001170
-0.978558  0.555596  0.277774  0.003139  -0.004233  0.000852
-0.975945  0.551285  0.277794  0.002606  -0.003942  0.000011
-0.973660  0.547360  0.276845  0.002259  -0.003394  -0.001099
-0.971597  0.544161  0.274880  0.001929  -0.002816  -0.002125
-0.969897  0.541598  0.272108  0.001422  -0.002515  -0.002826
-0.968845  0.539291  0.268940  0.000788  -0.002598  -0.003090
-0.968496  0.536885  0.265714  0.000161  -0.002948  -0.003023
-0.968846  0.534210  0.262622  -0.000496  -0.003307  -0.002823
-0.970000  0.531351  0.259602  -0.001299  -0.003379  -0.002696
-0.972152  0.528587  0.256450  -0.002172  -0.003139  -0.002609
-0.975154  0.526063  0.253259  -0.002813  -0.002682  -0.002502
-0.978501  0.524028  0.250103  -0.003046  -0.002022  -0.002468
-0.981730  0.522723  0.246950  -0.002980  -0.001242  -0.002683
-0.984688  0.522176  0.243449  -0.002844  -0.000565  -0.003088
-0.987464  0.522145  0.239512  -0.002739  -0.000173  -0.003318
-0.990066  0.522363  0.235539  -0.002679  -0.000125  -0.002982
-0.992478  0.522515  0.232355  -0.002586  -0.000356  -0.001909
-0.994610  0.522389  0.230785  -0.002223  -0.000726  -0.000326
-0.996203  0.521791  0.231168  -0.001384  -0.001099  0.001262
-0.996861  0.520701  0.233137  -0.000140  -0.001251  0.002279
-0.996432  0.519378  0.235784  0.001103  -0.001123  0.002660
-0.995182  0.518087  0.238599  0.001960  -0.000782  0.002874
-0.993513  0.517150  0.241654  0.002412  -0.000384  0.003357
-0.991621  0.516618  0.245284  0.002772  -0.000110  0.004083
-0.989230  0.516365  0.249564  0.003266  -0.000035  0.004790
-0.986155  0.516182  0.254344  0.003770  -0.000051  0.005358
-0.982376  0.516047  0.259574  0.004144  -0.000037  0.005772
-0.978011  0.515962  0.265117  0.004309  0.000104  0.006045
-0.973386  0.516057  0.270745  0.004338  0.000352  0.006175
-0.968695  0.516301  0.276191  0.004343  0.000441  0.006236
-0.964007  0.516410  0.281559  0.004400  0.000233  0.006275
-0.959236  0.516181  0.287074  0.004484  -0.000206  0.006272
-0.954492  0.515477  0.292817  0.004394  -0.000775  0.006205
-0.950039  0.514171  0.298751  0.004077  -0.001376  0.006012
-0.946104  0.512245  0.304525  0.003705  -0.001838  0.005601
-0.942466  0.509964  0.309791  0.003437  -0.002013  0.004983
-0.938950  0.507725  0.314182  0.003129  -0.001906  0.004327
-0.935631  0.505839  0.317700  0.002683  -0.001667  0.003751
-0.932585  0.504383  0.320441  0.002206  -0.001379  0.003231
-0.929822  0.503362  0.322580  0.001854  -0.001113  0.002712
-0.927269  0.502660  0.324171  0.001597  -0.001051  0.002134
-0.925106  0.501939  0.325136  0.001231  -0.001265  0.001546
-0.923605  0.500945  0.325459  0.000685  -0.001660  0.000994
-0.922929  0.499529  0.325153  0.000010  -0.002025  0.000437
-0.923070  0.497745  0.324329  -0.000771  -0.002183  -0.000129
-0.924181  0.495740  0.323087  -0.001605  -0.002019  -0.000689
-0.926079  0.493825  0.321513  -0.002302  -0.001560  -0.001218
-0.928405  0.492259  0.319666  -0.002625  -0.001038  -0.001704
-0.930572  0.491100  0.317436  -0.002412  -0.000737  -0.002167
-0.932134  0.490120  0.314641  -0.001875  -0.000729  -0.002483
-0.933116  0.489128  0.311459  -0.001547  -0.000787  -0.002458
-0.934131  0.488248  0.308359  -0.001731  -0.000634  -0.002246
-0.935717  0.487765  0.305476  -0.002096  -0.000178  -0.002230
-0.937756  0.487924  0.302514  -0.002132  0.000429  -0.002571
-0.939709  0.488702  0.299153  -0.001772  0.000898  -0.003084
-0.941209  0.489796  0.295399  -0.001315  0.000965  -0.003413
-0.942308  0.490690  0.291618  -0.000927  0.000550  -0.003367
-0.943023  0.490940  0.288163  -0.000528  -0.000208  -0.002872
-0.943328  0.490278  0.285514  -0.000057  -0.001023  -0.001857
-0.943120  0.488816  0.284078  0.000568  -0.001512  -0.000544
-0.942267  0.487082  0.283840  0.001400  -0.001509  0.000632
-0.940504  0.485582  0.284366  0.002402  -0.001252  0.001419
-0.937769  0.484461  0.285208  0.003295  -0.001138  0.002080
-0.934359  0.483429  0.286538  0.003916  -0.001355  0.002962
-0.930529  0.482136  0.288765  0.004432  -0.001732  0.003937
-0.926094  0.480419  0.292067  0.005047  -0.002086  0.004644
-0.920788  0.478226  0.296215  0.005781  -0.002260  0.004819
-0.914550  0.475845  0.300586  0.006469  -0.002209  0.004526
-0.907699  0.473559  0.304654  0.006921  -0.002162  0.004049
-0.900618  0.471268  0.308227  0.007056  -0.002358  0.003731
-0.893500  0.468700  0.311592  0.006898  -0.002749  0.003728
-0.886534  0.465727  0.315068  0.006460  -0.003101  0.003950
-0.880007  0.462490  0.318805  0.005833  -0.003309  0.004197
-0.874267  0.459165  0.322638  0.005124  -0.003449  0.004278
-0.869450  0.455800  0.326330  0.004549  -0.003617  0.003993
-0.865248  0.452348  0.329432  0.004335  -0.003730  0.003220
-0.861048  0.448887  0.331589  0.004423  -0.003676  0.002249
-0.856442  0.445473  0.332887  0.004481  -0.003476  0.001476
-0.851586  0.442129  0.333603  0.004064  -0.003273  0.001106
-0.847227  0.438790  0.334120  0.003102  -0.003174  0.001129
-0.844037  0.435492  0.334644  0.002056  -0.003133  0.001283
-0.841973  0.432329  0.335112  0.001471  -0.003168  0.001199
-0.840403  0.429111  0.335216  0.001299  -0.003438  0.000648
-0.839064  0.425460  0.334606  0.001097  -0.003910  -0.000226
-0.838094  0.421274  0.333205  0.000588  -0.004306  -0.001104
-0.837846  0.416794  0.331111  -0.000114  -0.004346  -0.001819
-0.838329  0.412478  0.328412  -0.000750  -0.003899  -0.002445
-0.839420  0.408824  0.325129  -0.001214  -0.003124  -0.002989
-0.840825  0.406075  0.321512  -0.001385  -0.002349  -0.003385
-0.842180  0.404130  0.317804  -0.001315  -0.001803  -0.003682
-0.843337  0.402699  0.314038  -0.001110  -0.001439  -0.003969
-0.844259  0.401629  0.310027  -0.000930  -0.001204  -0.004268
-0.845139  0.400694  0.305639  -0.000992  -0.001078  -0.004450
-0.846347  0.399841  0.301011  -0.001362  -0.000952  -0.004432
-0.848165  0.399115  0.296292  -0.001826  -0.000666  -0.004235
-0.850456  0.398770  0.291692  -0.002071  -0.000311  -0.003839
-0.852874  0.398639  0.287520  -0.001953  -0.000291  -0.003093
-0.854999  0.398167  0.284322  -0.001379  -0.000721  -0.001968
-0.856420  0.397004  0.282380  -0.000334  -0.001249  -0.000749
-0.856629  0.395327  0.281499  0.001024  -0.001416  0.000161
-0.855306  0.393667  0.281126  0.002215  -0.001070  0.000698
-0.852792  0.392465  0.281055  0.002834  -0.000389  0.001201
-0.849847  0.391870  0.281447  0.002986  0.000200  0.001937
-0.846938  0.391617  0.282584  0.003055  0.000269  0.002845
-0.844001  0.391207  0.284619  0.003339  -0.000335  0.003692
-0.840611  0.390209  0.287439  0.003942  -0.001174  0.004291
-0.836229  0.388897  0.290866  0.004842  -0.001584  0.004520
-0.830444  0.387816  0.294542  0.005888  -0.001390  0.004340
-0.823294  0.387234  0.298148  0.006775  -0.000930  0.003960
-0.815433  0.386973  0.301581  0.007110  -0.000614  0.003778
-0.807861  0.386691  0.305106  0.006768  -0.000513  0.004028
-0.801240  0.386301  0.308990  0.006031  -0.000508  0.004545
-0.795665  0.385818  0.313282  0.005358  -0.000503  0.004940
-0.790785  0.385329  0.317643  0.005095  -0.000510  0.004931
-0.785990  0.384802  0.321711  0.005277  -0.000583  0.004544
-0.780763  0.384183  0.325332  0.005586  -0.000788  0.003975
-0.775085  0.383257  0.328539  0.005711  -0.001063  0.003420
-0.769114  0.382058  0.331517  0.005469  -0.001220  0.002786
-0.763304  0.380715  0.334081  0.004844  -0.001225  0.001957
-0.758223  0.379404  0.335974  0.003960  -0.001186  0.001141
-0.754284  0.378095  0.337185  0.002929  -0.001292  0.000684
-0.751657  0.376586  0.338072  0.001786  -0.001450  0.000584
-0.750347  0.374975  0.338739  0.000701  -0.001495  0.000436
-0.750055  0.373425  0.338999  0.000069  -0.001398  -0.000044
-0.750111  0.372127  0.338526  0.000101  -0.001279  -0.000815
-0.749852  0.371005  0.337302  0.000496  -0.001204  -0.001610
-0.749228  0.370066  0.335505  0.000648  -0.001103  -0.002266
-0.748774  0.369293  0.333211  0.000211  -0.001015  -0.002599
-0.749089  0.368554  0.330624  -0.000797  -0.001092  -0.002485
-0.750563  0.367540  0.327967  -0.002039  -0.001389  -0.002113
-0.753149  0.366100  0.325299  -0.003032  -0.001685  -0.001929
-0.756427  0.364372  0.322214  -0.003529  -0.001750  -0.002150
-0.759978  0.362644  0.318535  -0.003723  -0.001512  -0.002425
-0.763612  0.361245  0.314721  -0.003900  -0.001137  -0.002250
-0.767296  0.360291  0.311702  -0.004088  -0.000738  -0.001563
-0.770979  0.359867  0.309866  -0.004122  -0.000282  -0.000826
-0.774596  0.360035  0.308823  -0.003894  0.000205  -0.000445
-0.777998  0.360710  0.307966  -0.003376  0.000490  -0.000492
-0.780856  0.361440  0.306760  -0.002586  0.000276  -0.000661
-0.782879  0.361630  0.305279  -0.001648  -0.000402  -0.000481
-0.784012  0.361015  0.304102  -0.000799  -0.001209  0.000166
-0.784477  0.359755  0.303843  -0.000113  -0.001853  0.000922
-0.784354  0.358109  0.304437  0.000622  -0.002188  0.001446
-0.783474  0.356331  0.305581  0.001591  -0.002123  0.001874
-0.781602  0.354746  0.307157  0.002730  -0.001664  0.002503
-0.778784  0.353559  0.309383  0.003786  -0.000978  0.003342
-0.775147  0.352866  0.312451  0.004569  -0.000438  0.004186
-0.770788  0.352247  0.316516  0.004905  -0.000496  0.004962
-0.766017  0.351017  0.321700  0.004771  -0.001154  0.005661
-0.761333  0.348828  0.327716  0.004424  -0.001912  0.006185
-0.757009  0.346087  0.333998  0.004310  -0.002264  0.006346
-0.752820  0.343439  0.339878  0.004628  -0.002296  0.006038
-0.748304  0.340968  0.345024  0.005138  -0.002480  0.005420
-0.743280  0.338152  0.349472  0.005464  -0.002979  0.004852
-0.737990  0.334695  0.353575  0.005374  -0.003572  0.004646
-0.732892  0.330677  0.357769  0.004920  -0.004040  0.004768
-0.728303  0.326300  0.362209  0.004318  -0.004335  0.004897
-0.724259  0.321716  0.366699  0.003800  -0.004439  0.004754
-0.720437  0.317033  0.370897  0.003469  -0.004308  0.004289
-0.716713  0.312511  0.374486  0.003168  -0.003940  0.003681
-0.713355  0.308475  0.377366  0.002691  -0.003509  0.003090
-0.710773  0.304991  0.379569  0.002094  -0.003256  0.002499
-0.708976  0.301824  0.381116  0.001677  -0.003227  0.001850
-0.707554  0.298747  0.382022  0.001572  -0.003290  0.001141
-0.706130  0.295623  0.382287  0.001494  -0.003320  0.000439
-0.704900  0.292481  0.381908  0.001123  -0.003289  -0.000254
-0.704219  0.289305  0.380858  0.000537  -0.003205  -0.000985
-0.704144  0.286141  0.379064  0.000168  -0.003026  -0.001723
-0.704326  0.283156  0.376626  0.000242  -0.002726  -0.002399
-0.704318  0.280514  0.373710  0.000469  -0.002451  -0.002954
-0.704203  0.278099  0.370446  0.000247  -0.002334  -0.003388
-0.704512  0.275761  0.366870  -0.000557  -0.002334  -0.003800
-0.705662  0.273323  0.362747  -0.001525  -0.002336  -0.004276
-0.707614  0.270802  0.357917  -0.002087  -0.002203  -0.004753
-0.709832  0.268408  0.352463  -0.001977  -0.001878  -0.005150
-0.711669  0.266460  0.346626  -0.001479  -0.001444  -0.005374
-0.712963  0.265061  0.340714  -0.001044  -0.000959  -0.005384
-0.713929  0.264344  0.334877  -0.000806  -0.000434  -0.005182
-0.714721  0.264331  0.329250  -0.000561  0.000049  -0.004763
