# x/R,  y/R,  z/R,  Fx (mN),  Fy (mN),  Fz (mN)
-0.093895  -0.253883  0.280004  0.023424  -0.045497  -0.015053
-0.068080  -0.295679  0.259915  0.029725  -0.040455  -0.018691
-0.036411  -0.332058  0.236656  0.035456  -0.034713  -0.021634
0.000520  -0.362583  0.210807  0.040229  -0.028484  -0.024005
0.041669  -0.386973  0.182730  0.043798  -0.021686  -0.025988
0.085888  -0.404478  0.152738  0.046213  -0.014198  -0.027582
0.132165  -0.414446  0.121260  0.047475  -0.006181  -0.028670
0.179148  -0.416398  0.088965  0.047671  0.002010  -0.028972
0.225910  -0.410349  0.056892  0.046960  0.010038  -0.028225
0.271606  -0.396532  0.026067  0.045311  0.017729  -0.026500
0.315256  -0.375358  -0.002658  0.042744  0.024911  -0.024090
0.355925  -0.347516  -0.028783  0.039317  0.031325  -0.021315
0.392708  -0.313837  -0.052040  0.035069  0.036831  -0.018387
0.424908  -0.275090  -0.072415  0.030153  0.041424  -0.015411
0.452090  -0.232183  -0.089931  0.024803  0.045067  -0.012323
0.473839  -0.186313  -0.104327  0.019160  0.047775  -0.008837
0.489815  -0.138489  -0.114940  0.013200  0.049589  -0.004800
0.499712  -0.089463  -0.121308  0.006711  0.050507  -0.000456
0.502911  -0.039980  -0.123353  -0.000431  0.050429  0.003903
0.498888  0.008898  -0.121211  -0.007816  0.049312  0.008080
0.487793  0.056072  -0.115177  -0.014890  0.047229  0.012005
0.470185  0.100468  -0.105516  -0.021404  0.044080  0.015749
0.446616  0.141012  -0.092331  -0.027451  0.039683  0.019432
0.417309  0.176620  -0.075556  -0.033119  0.034043  0.023072
0.382598  0.206324  -0.055235  -0.038113  0.027383  0.026442
0.343308  0.229296  -0.031755  -0.042094  0.020147  0.029128
0.300421  0.245205  -0.005955  -0.044979  0.012828  0.030852
0.255028  0.254154  0.021165  -0.046709  0.005717  0.031646
0.208571  0.256470  0.048617  -0.047187  -0.001290  0.031847
0.162677  0.252034  0.075842  -0.046546  -0.008621  0.031658
0.118366  0.240248  0.102360  -0.045031  -0.016426  0.030871
0.076093  0.220585  0.127636  -0.042786  -0.024368  0.029236
0.035995  0.192848  0.151069  -0.039768  -0.031906  0.026801
-0.001305  0.157635  0.172153  -0.035782  -0.038569  0.023836
-0.034571  0.116269  0.190381  -0.030880  -0.044047  0.020517
-0.062673  0.070354  0.205216  -0.025326  -0.048262  0.016905
-0.084908  0.021306  0.216283  -0.019310  -0.051304  0.013036
-0.100912  -0.029802  0.223360  -0.012980  -0.053342  0.008962
-0.110496  -0.082201  0.226312  -0.006535  -0.054453  0.004603
-0.113731  -0.135182  0.224785  -0.000086  -0.054548  -0.000140
-0.110648  -0.187909  0.218436  0.006513  -0.053521  -0.005146
-0.101110  -0.239218  0.207198  0.013432  -0.051380  -0.009969
-0.084793  -0.287778  0.191623  0.020501  -0.048285  -0.014147
-0.061760  -0.332670  0.172464  0.027178  -0.044414  -0.017593
-0.032527  -0.373399  0.150271  0.032989  -0.039830  -0.020520
0.002178  -0.409548  0.125182  0.037781  -0.034341  -0.023089
0.041384  -0.440179  0.097530  0.041648  -0.027616  -0.025267
0.084049  -0.463759  0.067886  0.044715  -0.019570  -0.026927
0.129215  -0.478869  0.037010  0.046932  -0.010738  -0.027941
0.175902  -0.485097  0.005631  0.048117  -0.001921  -0.028278
0.222950  -0.482817  -0.025541  0.048160  0.006399  -0.027933
0.269519  -0.472637  -0.055990  0.047047  0.014226  -0.026962
0.314802  -0.454798  -0.085362  0.044656  0.021753  -0.025516
0.357536  -0.429634  -0.113335  0.041045  0.028800  -0.023659
0.396488  -0.397911  -0.139353  0.036730  0.034921  -0.021184
0.431109  -0.360694  -0.162543  0.031981  0.039894  -0.017949
0.460891  -0.319164  -0.182226  0.026680  0.043839  -0.014197
0.485034  -0.274536  -0.198027  0.020934  0.046935  -0.010298
0.503013  -0.227749  -0.209856  0.014990  0.049208  -0.006345
0.514737  -0.179296  -0.217650  0.008805  0.050563  -0.002240
0.520132  -0.129618  -0.221402  0.002213  0.051031  0.002025
0.518891  -0.079606  -0.221034  -0.004743  0.050558  0.006310
0.510904  -0.030789  -0.216668  -0.011673  0.048927  0.010498
0.496383  0.015490  -0.208314  -0.018273  0.046108  0.014585
0.475627  0.058263  -0.196044  -0.024544  0.042013  0.018500
0.448727  0.096451  -0.179999  -0.030405  0.036480  0.022140
0.416164  0.128710  -0.160499  -0.035678  0.029733  0.025421
0.378809  0.154074  -0.138056  -0.040072  0.022319  0.028230
0.337915  0.172022  -0.113266  -0.043263  0.014826  0.030411
0.294813  0.182693  -0.086819  -0.045288  0.007527  0.031828
0.250367  0.186268  -0.059419  -0.046368  0.000294  0.032417
0.205069  0.182712  -0.031672  -0.046454  -0.007127  0.032224
0.159901  0.171751  -0.004226  -0.045449  -0.014837  0.031271
0.116038  0.153229  0.022038  -0.043426  -0.022565  0.029594
0.074603  0.127381  0.046356  -0.040387  -0.029791  0.027407
0.036745  0.094928  0.068273  -0.036509  -0.036135  0.024891
0.003025  0.056820  0.087528  -0.032153  -0.041449  0.022060
-0.026307  0.014070  0.103845  -0.027498  -0.045669  0.018764
-0.050924  -0.032359  0.116638  -0.022266  -0.048921  0.014857
-0.070019  -0.081649  0.125342  -0.016054  -0.051327  0.010391
-0.082504  -0.132913  0.129489  -0.008867  -0.052792  0.005587
-0.087429  -0.185103  0.128831  -0.001256  -0.053055  0.000611
-0.084918  -0.236828  0.123307  0.005981  -0.052034  -0.004408
-0.075757  -0.286756  0.113015  0.012570  -0.049829  -0.009172
-0.060483  -0.333712  0.098360  0.018792  -0.046501  -0.013346
-0.039287  -0.376828  0.080001  0.024909  -0.042211  -0.016929
-0.012328  -0.415334  0.058442  0.030650  -0.037226  -0.020201
0.019760  -0.448704  0.033800  0.035542  -0.031756  -0.023260
0.056099  -0.476479  0.006309  0.039535  -0.025702  -0.025881
0.096084  -0.498086  -0.023547  0.042847  -0.018772  -0.027773
0.139370  -0.512519  -0.055043  0.045419  -0.010951  -0.028814
0.185082  -0.519028  -0.087358  0.046899  -0.002594  -0.029091
0.231739  -0.517356  -0.119671  0.047139  0.005903  -0.028653
0.277930  -0.507442  -0.151083  0.046264  0.014096  -0.027472
0.322610  -0.489728  -0.180874  0.044505  0.021516  -0.025674
0.365214  -0.465132  -0.208677  0.041859  0.027983  -0.023573
0.404761  -0.434571  -0.234455  0.038137  0.033675  -0.021318
0.440156  -0.398570  -0.257990  0.033508  0.038761  -0.018636
0.470819  -0.357718  -0.278706  0.028333  0.043114  -0.015289
0.496312  -0.313089  -0.295852  0.022698  0.046547  -0.011413
0.515932  -0.265943  -0.308937  0.016518  0.049072  -0.007334
0.529052  -0.217130  -0.317877  0.010069  0.050724  -0.003200
0.535771  -0.167165  -0.322673  0.003671  0.051373  0.000968
0.536251  -0.116917  -0.323394  -0.002760  0.050860  0.005149
0.530464  -0.067638  -0.320084  -0.009465  0.049166  0.009301
0.518090  -0.020798  -0.312874  -0.016360  0.046286  0.013454
0.499204  0.022262  -0.301711  -0.023055  0.042269  0.017627
0.474085  0.060601  -0.286590  -0.029278  0.037297  0.021576
0.443102  0.093686  -0.267787  -0.034806  0.031564  0.024926
0.406880  0.121086  -0.245956  -0.039362  0.025097  0.027552
0.366451  0.142058  -0.221686  -0.042704  0.017804  0.029673
0.323245  0.155690  -0.195414  -0.044809  0.009807  0.031374
0.278587  0.161321  -0.167730  -0.045793  0.001613  0.032421
0.233669  0.159061  -0.139539  -0.045804  -0.006314  0.032603
0.189388  0.149263  -0.111759  -0.044964  -0.013864  0.031948
0.146397  0.132249  -0.085047  -0.043336  -0.021069  0.030555
0.105251  0.108269  -0.059981  -0.040979  -0.027885  0.028491
0.066557  0.077756  -0.037116  -0.037879  -0.034145  0.025887
0.031186  0.041422  -0.016959  -0.033978  -0.039711  0.022828
0.000000  0.000000  0.000000  -0.029167  -0.044520  0.019345
-0.025976  -0.045777  0.013341  -0.023344  -0.048499  0.015548
-0.045783  -0.094992  0.022854  -0.016630  -0.051509  0.011488
-0.058591  -0.146585  0.028210  -0.009381  -0.053366  0.007043
-0.064101  -0.199430  0.028952  -0.002161  -0.053926  0.002116
-0.062742  -0.252245  0.024672  0.004694  -0.053164  -0.003079
-0.054950  -0.303582  0.015394  0.011167  -0.051183  -0.008088
-0.041200  -0.352084  0.001604  0.017455  -0.048091  -0.012633
-0.021497  -0.396606  -0.016195  0.023683  -0.043996  -0.016687
0.004161  -0.436535  -0.037660  0.029664  -0.039063  -0.020259
0.035646  -0.471450  -0.062504  0.035040  -0.033386  -0.023295
0.072238  -0.500812  -0.090248  0.039553  -0.026967  -0.025718
0.112998  -0.523793  -0.120205  0.043116  -0.019795  -0.027420
0.156854  -0.539508  -0.151524  0.045587  -0.012002  -0.028387
0.202585  -0.547378  -0.183475  0.046858  -0.003832  -0.028701
0.248865  -0.547190  -0.215358  0.046890  0.004461  -0.028435
0.294353  -0.538866  -0.246563  0.045876  0.012615  -0.027577
0.338394  -0.522600  -0.276580  0.044015  0.020205  -0.026169
0.380411  -0.499130  -0.305144  0.041322  0.026888  -0.024401
0.419628  -0.469470  -0.332013  0.037816  0.032657  -0.022258
0.455078  -0.434581  -0.356604  0.033571  0.037734  -0.019458
0.485945  -0.395102  -0.377988  0.028776  0.042261  -0.015867
0.511789  -0.351632  -0.395422  0.023644  0.046085  -0.011804
0.532382  -0.304944  -0.408716  0.018272  0.048969  -0.007635
0.547551  -0.256022  -0.417898  0.012455  0.050813  -0.003423
0.556671  -0.205738  -0.422907  0.005897  0.051598  0.000889
0.558982  -0.155131  -0.423648  -0.001445  0.051261  0.005219
0.553769  -0.105362  -0.420223  -0.009155  0.049751  0.009416
0.541110  -0.057734  -0.412839  -0.016491  0.047145  0.013483
0.521864  -0.013472  -0.401679  -0.022913  0.043596  0.017498
0.497077  0.026507  -0.386734  -0.028385  0.039088  0.021431
0.467353  0.061411  -0.368031  -0.033332  0.033409  0.024994
0.432671  0.090347  -0.345967  -0.037998  0.026516  0.027846
0.393296  0.112347  -0.321347  -0.042050  0.018887  0.029872
0.350230  0.127008  -0.295048  -0.044868  0.011128  0.031279
0.305335  0.134209  -0.267716  -0.046198  0.003455  0.032238
0.260033  0.134001  -0.239832  -0.046305  -0.004209  0.032538
0.215170  0.126186  -0.212115  -0.045507  -0.011936  0.031900
0.171296  0.110762  -0.185426  -0.043853  -0.019610  0.030383
0.129375  0.087948  -0.160485  -0.041256  -0.026965  0.028267
0.090464  0.058183  -0.137830  -0.037779  -0.033661  0.025735
0.055350  0.022212  -0.117812  -0.033448  -0.039467  0.022841
0.024858  -0.019029  -0.100747  -0.028244  -0.044362  0.019529
-0.000111  -0.064567  -0.087134  -0.022232  -0.048406  0.015767
-0.018708  -0.113581  -0.077456  -0.015735  -0.051460  0.011606
-0.030815  -0.165045  -0.072027  -0.009064  -0.053295  0.007152
-0.036307  -0.217937  -0.071066  -0.002372  -0.053801  0.002492
-0.035355  -0.270724  -0.074701  0.004237  -0.052996  -0.002352
-0.028099  -0.321866  -0.083034  0.010751  -0.050985  -0.007216
-0.014614  -0.370060  -0.095964  0.017101  -0.047977  -0.011770
0.004880  -0.414591  -0.113021  0.023174  -0.044169  -0.015751
0.030138  -0.454994  -0.133646  0.028768  -0.039562  -0.019223
0.060597  -0.490581  -0.157513  0.033754  -0.034012  -0.022396
0.095710  -0.520448  -0.184434  0.038070  -0.027517  -0.025249
0.134771  -0.543766  -0.214040  0.041723  -0.020253  -0.027393
0.177109  -0.559847  -0.245299  0.044664  -0.012420  -0.028441
0.221797  -0.568048  -0.276970  0.046695  -0.004164  -0.028510
0.267987  -0.567967  -0.308362  0.047501  0.004273  -0.027999
0.314481  -0.559520  -0.339228  0.046899  0.012475  -0.027123
0.359981  -0.543162  -0.369226  0.045069  0.020097  -0.025732
0.403356  -0.519643  -0.397642  0.042190  0.026980  -0.023747
0.443393  -0.489732  -0.423822  0.038436  0.033021  -0.021323
0.479344  -0.454395  -0.447403  0.034056  0.038116  -0.018673
0.510580  -0.414738  -0.468225  0.029214  0.042304  -0.015818
0.536683  -0.371597  -0.485976  0.024013  0.045732  -0.012525
0.557443  -0.325507  -0.500169  0.018375  0.048503  -0.008675
0.572436  -0.276945  -0.510349  0.012179  0.050510  -0.004410
0.581104  -0.226745  -0.516221  0.005391  0.051520  0.000047
0.582848  -0.176025  -0.517700  -0.001843  0.051347  0.004579
0.577414  -0.125988  -0.514740  -0.009147  0.049966  0.009069
0.565072  -0.078042  -0.507581  -0.016099  0.047451  0.013361
0.546480  -0.033568  -0.496531  -0.022483  0.043974  0.017309
0.522114  0.006605  -0.481965  -0.028320  0.039539  0.020890
0.492156  0.041946  -0.463957  -0.033538  0.034039  0.024233
0.457029  0.071787  -0.442519  -0.038018  0.027421  0.027306
0.417708  0.095023  -0.418145  -0.041566  0.019820  0.029790
0.375390  0.110559  -0.391725  -0.044049  0.011593  0.031387
0.331296  0.117819  -0.364331  -0.045292  0.003103  0.032171
0.286730  0.116731  -0.336535  -0.045254  -0.005275  0.032381
0.242855  0.107575  -0.308816  -0.044245  -0.013190  0.031997
0.200446  0.091083  -0.281828  -0.042636  -0.020421  0.030796
0.159995  0.067995  -0.256565  -0.040564  -0.027021  0.028713
0.121878  0.038734  -0.233770  -0.037791  -0.033118  0.025924
0.086743  0.003421  -0.213915  -0.033977  -0.038746  0.022651
0.055556  -0.037561  -0.197220  -0.028980  -0.043723  0.019044
0.029539  -0.083184  -0.184017  -0.022907  -0.047804  0.015135
0.009988  -0.132004  -0.174786  -0.016138  -0.050834  0.010991
-0.002631  -0.182661  -0.169735  -0.009230  -0.052709  0.006692
-0.008367  -0.234117  -0.169058  -0.002417  -0.053383  0.002301
-0.007378  -0.285630  -0.172759  0.004424  -0.052800  -0.002237
0.000423  -0.336302  -0.181059  0.011430  -0.050868  -0.006969
0.015115  -0.384688  -0.194007  0.018446  -0.047632  -0.011633
0.036533  -0.429414  -0.211320  0.025012  -0.043274  -0.015866
0.063913  -0.469276  -0.232397  0.030680  -0.038051  -0.019471
0.096229  -0.503652  -0.256600  0.035336  -0.032150  -0.022451
0.132505  -0.531850  -0.283351  0.039104  -0.025507  -0.024826
0.171985  -0.553144  -0.312063  0.042219  -0.018123  -0.026527
0.214302  -0.566909  -0.342119  0.044742  -0.010291  -0.027451
0.258920  -0.573007  -0.372781  0.046411  -0.002446  -0.027708
0.304807  -0.571606  -0.403550  0.046938  0.005184  -0.027551
0.350602  -0.562920  -0.434007  0.046288  0.012572  -0.027008
0.395225  -0.547086  -0.463721  0.044639  0.019698  -0.025869
0.437929  -0.524233  -0.492035  0.042113  0.026441  -0.023897
0.478030  -0.494777  -0.518166  0.038653  0.032660  -0.021171
0.514426  -0.459376  -0.541462  0.034192  0.038206  -0.017989
0.545941  -0.419035  -0.561486  0.028856  0.042879  -0.014549
0.571670  -0.374884  -0.577935  0.022921  0.046575  -0.010946
0.591141  -0.327926  -0.590659  0.016604  0.049251  -0.007260
0.604106  -0.278976  -0.599658  0.009954  0.050861  -0.003452
0.610317  -0.228725  -0.604795  0.003063  0.051377  0.000667
0.609774  -0.178193  -0.605746  -0.003887  0.050748  0.005161
0.602573  -0.128776  -0.602227  -0.010569  0.049039  0.009768
0.589279  -0.081932  -0.594391  -0.016806  0.046356  0.014069
0.570315  -0.038763  -0.582769  -0.022701  0.042776  0.017792
0.545794  0.000223  -0.567901  -0.028328  0.038306  0.021061
0.515827  0.034479  -0.549983  -0.033533  0.032861  0.024168
0.480988  0.063163  -0.529065  -0.038129  0.026391  0.027090
0.441885  0.085189  -0.505440  -0.041986  0.019032  0.029463
0.399153  0.099781  -0.479702  -0.044833  0.011105  0.031070
0.354026  0.106573  -0.452617  -0.046361  0.002947  0.031982
0.308045  0.105477  -0.424854  -0.046414  -0.005204  0.032313
0.262870  0.096410  -0.397063  -0.045165  -0.013236  0.031963
0.219453  0.079544  -0.369965  -0.042899  -0.020897  0.030765
0.178659  0.055418  -0.344401  -0.039836  -0.027909  0.028673
0.141224  0.024781  -0.321320  -0.036065  -0.034146  0.025747
0.107888  -0.011560  -0.301473  -0.031498  -0.039602  0.022308
0.079422  -0.052862  -0.285114  -0.026137  -0.044264  0.018787
0.056593  -0.098128  -0.272159  -0.020274  -0.048020  0.015333
0.039758  -0.146186  -0.262659  -0.014258  -0.050754  0.011688
0.028933  -0.196177  -0.256992  -0.008087  -0.052416  0.007446
0.024376  -0.247492  -0.255949  -0.001568  -0.052934  0.002405
0.026329  -0.299256  -0.260188  0.005258  -0.052195  -0.003143
0.034948  -0.349974  -0.269883  0.012051  -0.050179  -0.008611
0.049849  -0.397864  -0.284519  0.018541  -0.046931  -0.013409
0.070724  -0.441543  -0.303176  0.024747  -0.042528  -0.017274
0.097433  -0.480063  -0.325041  0.030732  -0.037025  -0.020320
0.129971  -0.512716  -0.349605  0.036251  -0.030610  -0.022815
0.167674  -0.538948  -0.376547  0.040817  -0.023676  -0.024940
0.209388  -0.558474  -0.405514  0.044150  -0.016621  -0.026553
0.253846  -0.571212  -0.435816  0.046264  -0.009402  -0.027388
0.299927  -0.576789  -0.466582  0.047216  -0.001694  -0.027471
0.346427  -0.574550  -0.497167  0.046997  0.006451  -0.027094
0.392116  -0.564203  -0.527223  0.045625  0.014494  -0.026402
0.435902  -0.546174  -0.556446  0.043339  0.021903  -0.025153
0.477139  -0.521227  -0.584077  0.040480  0.028525  -0.023024
0.515417  -0.490161  -0.609180  0.037111  0.034402  -0.020123
0.550058  -0.453781  -0.631115  0.033134  0.039497  -0.016935
0.580407  -0.412915  -0.649865  0.028442  0.043742  -0.013736
0.605760  -0.368203  -0.665452  0.022905  0.047169  -0.010422
0.625337  -0.320279  -0.677738  0.016470  0.049765  -0.006820
0.638269  -0.270161  -0.686373  0.009377  0.051417  -0.002847
0.644066  -0.219124  -0.690945  0.002113  0.051972  0.001523
0.642788  -0.168460  -0.691043  -0.004938  0.051312  0.006233
0.634792  -0.119322  -0.686427  -0.011772  0.049444  0.011073
0.620215  -0.072770  -0.677134  -0.018458  0.046404  0.015724
0.599167  -0.029721  -0.663462  -0.024828  0.042285  0.019827
0.572001  0.009020  -0.646077  -0.030700  0.037091  0.023167
0.539335  0.042325  -0.625793  -0.035930  0.030773  0.025708
0.501855  0.069009  -0.603392  -0.040294  0.023523  0.027657
0.460567  0.088272  -0.579273  -0.043485  0.015785  0.029226
0.416871  0.099933  -0.553857  -0.045380  0.008015  0.030359
0.372157  0.104086  -0.527710  -0.046050  0.000291  0.030963
0.327462  0.100610  -0.501289  -0.045631  -0.007490  0.031015
0.283597  0.089468  -0.475032  -0.044290  -0.015240  0.030455
0.241283  0.070827  -0.449543  -0.042198  -0.022647  0.029178
0.201279  0.045168  -0.425646  -0.039463  -0.029398  0.027185
0.164176  0.013235  -0.403990  -0.036045  -0.035286  0.024557
0.130645  -0.024083  -0.385135  -0.031679  -0.040374  0.021441
0.101902  -0.066023  -0.369510  -0.026132  -0.044791  0.017975
0.079199  -0.111818  -0.357462  -0.019571  -0.048476  0.014231
0.063393  -0.160666  -0.349240  -0.012561  -0.051195  0.010173
0.054555  -0.211655  -0.345206  -0.005734  -0.052670  0.005707
0.052217  -0.263576  -0.345753  0.000749  -0.052801  0.000911
0.056002  -0.315050  -0.351012  0.007139  -0.051634  -0.003872
0.065949  -0.364561  -0.360713  0.013622  -0.049255  -0.008376
0.082122  -0.410810  -0.374499  0.020131  -0.045754  -0.012556
0.104508  -0.452810  -0.392071  0.026478  -0.041216  -0.016328
0.133100  -0.489936  -0.413139  0.032292  -0.035702  -0.019653
0.167264  -0.521537  -0.437417  0.037224  -0.029258  -0.022555
0.205899  -0.546723  -0.464383  0.041165  -0.021975  -0.024921
0.247810  -0.564520  -0.493290  0.044128  -0.014164  -0.026596
0.292023  -0.574480  -0.523368  0.046118  -0.006326  -0.027562
0.337608  -0.576851  -0.553998  0.047114  0.001199  -0.027796
0.383773  -0.571988  -0.584521  0.047182  0.008443  -0.027213
0.429816  -0.559999  -0.614223  0.046321  0.015623  -0.025738
0.474888  -0.540875  -0.642289  0.044361  0.022703  -0.023654
0.517604  -0.514973  -0.668333  0.041137  0.029417  -0.021379
0.556328  -0.482914  -0.692019  0.036831  0.035471  -0.018887
0.590175  -0.445459  -0.712980  0.031849  0.040681  -0.015923
0.618833  -0.403265  -0.730703  0.026395  0.044955  -0.012391
0.641963  -0.357213  -0.744742  0.020442  0.048231  -0.008474
0.659052  -0.308344  -0.754871  0.013938  0.050436  -0.004551
0.669495  -0.257936  -0.761283  0.006923  0.051470  -0.000867
0.672811  -0.207278  -0.764188  -0.000446  0.051284  0.002810
0.668799  -0.157564  -0.763389  -0.007855  0.049927  0.006827
0.657698  -0.109942  -0.758492  -0.014909  0.047574  0.011210
0.640064  -0.065281  -0.749235  -0.021330  0.044303  0.015578
0.616614  -0.024425  -0.735930  -0.027124  0.040102  0.019517
0.587743  0.011951  -0.719039  -0.032436  0.034907  0.022860
0.553817  0.042939  -0.699162  -0.037173  0.028639  0.025683
0.515630  0.067461  -0.676740  -0.041067  0.021409  0.028138
0.474112  0.084560  -0.652103  -0.043902  0.013573  0.030192
0.430229  0.093861  -0.625598  -0.045598  0.005565  0.031598
0.385075  0.095444  -0.598033  -0.046193  -0.002388  0.032126
0.339884  0.089369  -0.570407  -0.045794  -0.010190  0.031770
0.295691  0.075798  -0.543647  -0.044508  -0.017684  0.030558
0.253182  0.054955  -0.518504  -0.042364  -0.024714  0.028448
0.212929  0.027299  -0.495749  -0.039239  -0.031280  0.025562
0.176050  -0.006702  -0.475994  -0.034997  -0.037346  0.022322
0.143864  -0.046217  -0.459445  -0.029883  -0.042600  0.019106
0.117131  -0.090099  -0.446025  -0.024301  -0.046738  0.015960
0.096203  -0.137235  -0.435763  -0.018301  -0.049721  0.012625
0.081491  -0.186748  -0.428979  -0.011654  -0.051705  0.008852
0.073645  -0.237908  -0.426121  -0.004400  -0.052688  0.004551
0.073078  -0.289651  -0.427722  0.002936  -0.052512  -0.000191
0.079466  -0.340706  -0.434066  0.009854  -0.051034  -0.005107
0.092238  -0.389447  -0.445118  0.016431  -0.048189  -0.009784
0.111268  -0.434428  -0.460381  0.022965  -0.044034  -0.013846
0.136689  -0.474596  -0.479209  0.029380  -0.038840  -0.017096
0.168343  -0.509426  -0.500849  0.035172  -0.032918  -0.019684
0.205117  -0.538348  -0.524784  0.039830  -0.026387  -0.021952
0.245650  -0.560671  -0.550752  0.043274  -0.019295  -0.023990
0.288977  -0.575793  -0.578576  0.045669  -0.011676  -0.025583
0.334321  -0.583291  -0.607740  0.047074  -0.003696  -0.026415
0.380769  -0.582942  -0.637410  0.047458  0.004378  -0.026399
0.427381  -0.574651  -0.666832  0.046677  0.012343  -0.025647
0.472850  -0.558649  -0.695341  0.044670  0.019963  -0.024301
0.515828  -0.535528  -0.722305  0.041679  0.026952  -0.022479
0.555253  -0.506107  -0.747145  0.038005  0.033120  -0.020226
0.590514  -0.471182  -0.769392  0.033853  0.038403  -0.017473
0.621501  -0.431378  -0.788644  0.029273  0.042822  -0.014235
0.647966  -0.387250  -0.804618  0.024071  0.046358  -0.010743
0.669201  -0.339773  -0.817253  0.018005  0.048917  -0.007141
0.684146  -0.290404  -0.826387  0.011031  0.050504  -0.003354
0.691732  -0.240492  -0.831654  0.003534  0.051124  0.000725
0.691667  -0.190905  -0.832678  -0.003883  0.050658  0.005009
0.684381  -0.142316  -0.829423  -0.011007  0.049007  0.009194
0.670190  -0.095681  -0.822207  -0.017818  0.046183  0.013132
0.649640  -0.052269  -0.811323  -0.024116  0.042266  0.016907
0.623495  -0.013308  -0.796948  -0.029793  0.037356  0.020483
0.592418  0.020127  -0.779386  -0.034914  0.031515  0.023684
0.556764  0.047248  -0.758987  -0.039447  0.024842  0.026401
0.516816  0.067520  -0.736033  -0.043223  0.017560  0.028463
0.473183  0.080689  -0.711203  -0.046027  0.009896  0.029648
0.427034  0.086456  -0.685499  -0.047683  0.001968  0.029971
0.379819  0.084456  -0.659859  -0.048039  -0.006087  0.029692
0.332981  0.074560  -0.634745  -0.046989  -0.013939  0.029161
0.287820  0.057091  -0.610186  -0.044642  -0.021283  0.028350
0.245388  0.032626  -0.586583  -0.041280  -0.027980  0.026889
0.206575  0.001926  -0.564767  -0.037098  -0.034052  0.024553
0.172269  -0.034306  -0.545725  -0.032192  -0.039492  0.021470
0.143271  -0.075229  -0.530097  -0.026671  -0.044156  0.018009
0.120123  -0.120147  -0.518067  -0.020691  -0.047858  0.014381
0.103032  -0.168346  -0.509695  -0.014385  -0.050443  0.010506
0.092170  -0.218847  -0.505249  -0.007789  -0.051819  0.006307
0.087818  -0.270255  -0.505002  -0.000933  -0.051950  0.001919
0.090214  -0.321082  -0.509020  0.005986  -0.050873  -0.002525
0.099222  -0.369931  -0.517293  0.012681  -0.048694  -0.006901
0.114401  -0.415671  -0.529581  0.019079  -0.045576  -0.011011
0.135549  -0.457548  -0.545566  0.025294  -0.041515  -0.014654
0.162702  -0.494862  -0.564818  0.031363  -0.036467  -0.017724
0.195877  -0.527059  -0.586928  0.037032  -0.030450  -0.020254
0.234558  -0.553253  -0.611470  0.041794  -0.023571  -0.022352
0.277538  -0.572632  -0.638053  0.045307  -0.016078  -0.024007
0.323382  -0.584590  -0.666056  0.047535  -0.008300  -0.025034
0.370733  -0.588947  -0.694676  0.048554  -0.000500  -0.025309
0.418422  -0.585679  -0.723134  0.048382  0.007279  -0.024897
0.465272  -0.574790  -0.750851  0.047093  0.015019  -0.023902
0.510396  -0.556311  -0.777336  0.044795  0.022517  -0.022377
0.552941  -0.530537  -0.802184  0.041566  0.029420  -0.020352
0.592076  -0.498289  -0.824911  0.037545  0.035468  -0.017901
0.626952  -0.460584  -0.845096  0.032808  0.040552  -0.015120
0.656729  -0.418463  -0.862345  0.027377  0.044671  -0.012058
0.680778  -0.372768  -0.876424  0.021355  0.047857  -0.008724
0.698689  -0.324356  -0.887092  0.014860  0.050068  -0.005082
0.710054  -0.274347  -0.894036  0.007904  0.051209  -0.001111
0.714408  -0.224015  -0.896931  0.000488  0.051222  0.003039
0.711336  -0.174480  -0.895759  -0.007301  0.050098  0.007104
0.700582  -0.126840  -0.890739  -0.015112  0.047825  0.010939
0.682353  -0.082064  -0.882096  -0.022426  0.044520  0.014516
0.657304  -0.040879  -0.870062  -0.028883  0.040279  0.017876
0.626349  -0.004113  -0.854812  -0.034345  0.035022  0.020994
0.590437  0.027174  -0.836638  -0.038848  0.028666  0.023843
0.550579  0.051800  -0.815843  -0.042408  0.021293  0.026400
0.507851  0.068753  -0.792824  -0.044930  0.013261  0.028506
0.463193  0.077622  -0.768017  -0.046423  0.005098  0.029882
0.417469  0.078591  -0.742253  -0.047027  -0.002811  0.030278
0.371544  0.072092  -0.716582  -0.046746  -0.010402  0.029683
0.326484  0.058383  -0.692005  -0.045467  -0.017798  0.028360
0.283212  0.037409  -0.668981  -0.043131  -0.024981  0.026620
0.242521  0.009365  -0.647703  -0.039763  -0.031661  0.024497
0.205275  -0.025100  -0.628547  -0.035462  -0.037539  0.021964
0.172555  -0.064912  -0.612014  -0.030319  -0.042473  0.019092
0.145297  -0.108884  -0.598450  -0.024453  -0.046397  0.015910
0.124259  -0.155868  -0.588248  -0.018039  -0.049340  0.012296
0.109885  -0.205016  -0.581921  -0.011384  -0.051332  0.008090
0.102058  -0.255609  -0.580053  -0.004685  -0.052306  0.003475
0.100766  -0.306735  -0.582765  0.002108  -0.052153  -0.001018
0.106071  -0.357108  -0.589618  0.009165  -0.050795  -0.005003
0.118394  -0.405374  -0.600002  0.016553  -0.048163  -0.008424
0.138101  -0.450345  -0.613463  0.023862  -0.044237  -0.011598
