# x/R,  y/R,  z/R,  Fx (mN),  Fy (mN),  Fz (mN)
-0.294723  -0.815748  -4.355398  0.001679  -0.001320  -0.009483
-0.293609  -0.816782  -4.370029  0.001184  -0.001111  -0.009593
-0.293172  -0.817547  -4.384784  0.000540  -0.000890  -0.009614
-0.293650  -0.818005  -4.399583  -0.000528  -0.000609  -0.009501
-0.295589  -0.818067  -4.414378  -0.002052  -0.000335  -0.009254
-0.299074  -0.817941  -4.429075  -0.003444  -0.000329  -0.008963
-0.303419  -0.818103  -4.443456  -0.004145  -0.000612  -0.008711
-0.307730  -0.818764  -4.457400  -0.004214  -0.000830  -0.008533
-0.311695  -0.819601  -4.471016  -0.003987  -0.000695  -0.008455
-0.315260  -0.820170  -4.484598  -0.003552  -0.000380  -0.008505
-0.318310  -0.820457  -4.498360  -0.003059  -0.000150  -0.008666
-0.320968  -0.820571  -4.512343  -0.002796  -0.000082  -0.008823
-0.323628  -0.820672  -4.526421  -0.002903  -0.000191  -0.008895
-0.326585  -0.820935  -4.540362  -0.003386  -0.000470  -0.008847
-0.330296  -0.821506  -4.554163  -0.004060  -0.000839  -0.008717
-0.334747  -0.822432  -4.567939  -0.004590  -0.001186  -0.008620
-0.339628  -0.823645  -4.581761  -0.004758  -0.001560  -0.008647
-0.344377  -0.825289  -4.595639  -0.004575  -0.001996  -0.008784
-0.348722  -0.827377  -4.609601  -0.004265  -0.002423  -0.008928
-0.352730  -0.829931  -4.623784  -0.003885  -0.002773  -0.009004
-0.356344  -0.832804  -4.638245  -0.003417  -0.003008  -0.009010
-0.359517  -0.835866  -4.652836  -0.002947  -0.003215  -0.008930
-0.362220  -0.839047  -4.667149  -0.002628  -0.003507  -0.008760
-0.364717  -0.842466  -4.680963  -0.002500  -0.003906  -0.008583
-0.367130  -0.846249  -4.694385  -0.002597  -0.004248  -0.008470
-0.369908  -0.850388  -4.707866  -0.002761  -0.004399  -0.008413
-0.372886  -0.854748  -4.721719  -0.002647  -0.004297  -0.008372
-0.375677  -0.858956  -4.735749  -0.002209  -0.003847  -0.008311
-0.377864  -0.862473  -4.749643  -0.001556  -0.002966  -0.008243
-0.379266  -0.864797  -4.763257  -0.000937  -0.001823  -0.008166
-0.380030  -0.865918  -4.776551  -0.000411  -0.000772  -0.008066
-0.380186  -0.866145  -4.789438  0.000129  0.000014  -0.007995
-0.379722  -0.865790  -4.802123  0.000555  0.000433  -0.008031
-0.378960  -0.865273  -4.814978  0.000483  0.000355  -0.008219
-0.378662  -0.865127  -4.828392  -0.000203  -0.000175  -0.008556
-0.379342  -0.865674  -4.842362  -0.001061  -0.000819  -0.008967
-0.380865  -0.866801  -4.856703  -0.001583  -0.001256  -0.009345
-0.382725  -0.868202  -4.871381  -0.001848  -0.001431  -0.009546
-0.384923  -0.869687  -4.886375  -0.002241  -0.001459  -0.009468
-0.387642  -0.871222  -4.901501  -0.002659  -0.001448  -0.009143
-0.390671  -0.872869  -4.916391  -0.002767  -0.001304  -0.008715
-0.393523  -0.874396  -4.930632  -0.002492  -0.000858  -0.008356
-0.395931  -0.875445  -4.943854  -0.002122  -0.000134  -0.008193
-0.398093  -0.875662  -4.956393  -0.002005  0.000604  -0.008272
-0.400468  -0.875075  -4.969090  -0.002204  0.001075  -0.008530
-0.403261  -0.873963  -4.982784  -0.002548  0.001154  -0.008826
-0.406393  -0.872844  -4.997440  -0.002837  0.000920  -0.008976
-0.409579  -0.872038  -5.012229  -0.002976  0.000549  -0.008923
-0.412651  -0.871685  -5.026506  -0.003163  0.000086  -0.008689
-0.415900  -0.871852  -5.040120  -0.003550  -0.000591  -0.008375
-0.419586  -0.872785  -5.053231  -0.003981  -0.001498  -0.008147
-0.423750  -0.874576  -5.066242  -0.004311  -0.002281  -0.008063
-0.428436  -0.876933  -5.079615  -0.004456  -0.002640  -0.008032
-0.433422  -0.879449  -5.093321  -0.004313  -0.002687  -0.007949
-0.438221  -0.881967  -5.106934  -0.003886  -0.002654  -0.007822
-0.442291  -0.884407  -5.119958  -0.003322  -0.002561  -0.007773
-0.445456  -0.886646  -5.132409  -0.002805  -0.002421  -0.007906
-0.447911  -0.888730  -5.144875  -0.002385  -0.002347  -0.008214
-0.449925  -0.890866  -5.157994  -0.001973  -0.002474  -0.008591
-0.451569  -0.893361  -5.171990  -0.001622  -0.002817  -0.008826
-0.453153  -0.896424  -5.186560  -0.001433  -0.003171  -0.008777
-0.454841  -0.899898  -5.201196  -0.001183  -0.003175  -0.008514
-0.456398  -0.903167  -5.215264  -0.000781  -0.002650  -0.008192
-0.457735  -0.905650  -5.228474  -0.000523  -0.001804  -0.007978
-0.459030  -0.907167  -5.241040  -0.000558  -0.000965  -0.007995
-0.460428  -0.907891  -5.253620  -0.000604  -0.000291  -0.008291
-0.461610  -0.908046  -5.266880  -0.000450  0.000113  -0.008742
-0.462486  -0.907998  -5.281029  -0.000353  0.000184  -0.009130
-0.463356  -0.908014  -5.295898  -0.000386  0.000056  -0.009288
-0.464258  -0.908161  -5.310996  -0.000126  -0.000070  -0.009183
-0.464559  -0.908307  -5.325716  0.000552  -0.000039  -0.008905
-0.464059  -0.908269  -5.339789  0.000826  0.000193  -0.008566
-0.463720  -0.907880  -5.353382  -0.000037  0.000515  -0.008223
-0.464853  -0.907211  -5.366722  -0.001696  0.000670  -0.007901
-0.467795  -0.906593  -5.379897  -0.003034  0.000523  -0.007686
-0.471634  -0.906301  -5.392936  -0.003433  0.000257  -0.007625
-0.475403  -0.906250  -5.405712  -0.003227  0.000155  -0.007677
-0.478826  -0.906119  -5.418421  -0.003014  0.000227  -0.007758
-0.482173  -0.905801  -5.431241  -0.002961  0.000256  -0.007874
-0.485495  -0.905444  -5.444257  -0.002846  0.000129  -0.008075
-0.488536  -0.905219  -5.457353  -0.002753  -0.000083  -0.008319
-0.491489  -0.905188  -5.470581  -0.002988  -0.000385  -0.008501
-0.494827  -0.905536  -5.484110  -0.003658  -0.000758  -0.008545
-0.498997  -0.906262  -5.497902  -0.004489  -0.001054  -0.008460
-0.503980  -0.907234  -5.511816  -0.005129  -0.001237  -0.008302
-0.509487  -0.908350  -5.525686  -0.005316  -0.001478  -0.008139
-0.514913  -0.909793  -5.539408  -0.004996  -0.002000  -0.008016
-0.519685  -0.911862  -5.552644  -0.004403  -0.002688  -0.007952
-0.523690  -0.914557  -5.565536  -0.003814  -0.003169  -0.007971
-0.527095  -0.917561  -5.578482  -0.003361  -0.003225  -0.008047
-0.530162  -0.920514  -5.591803  -0.002996  -0.003041  -0.008101
-0.532863  -0.923363  -5.605322  -0.002523  -0.002965  -0.008024
-0.534947  -0.926291  -5.618662  -0.001672  -0.003130  -0.007849
-0.535865  -0.929482  -5.631742  -0.000654  -0.003359  -0.007706
-0.535799  -0.932809  -5.644659  -0.000123  -0.003306  -0.007722
-0.535549  -0.935826  -5.657554  -0.000384  -0.002806  -0.007922
-0.535977  -0.938098  -5.670666  -0.001113  -0.001967  -0.008183
-0.537372  -0.939453  -5.684244  -0.001775  -0.001020  -0.008317
-0.539484  -0.939851  -5.698230  -0.002024  -0.000173  -0.008202
-0.541755  -0.939451  -5.712208  -0.001793  0.000301  -0.007914
-0.543598  -0.938705  -5.725543  -0.001343  0.000315  -0.007633
-0.544931  -0.937996  -5.738122  -0.001107  0.000036  -0.007522
-0.546142  -0.937589  -5.750439  -0.001226  -0.000295  -0.007614
-0.547573  -0.937483  -5.763003  -0.001332  -0.000444  -0.007866
-0.548916  -0.937496  -5.776122  -0.001227  -0.000364  -0.008150
-0.550080  -0.937420  -5.789777  -0.001132  -0.000110  -0.008312
-0.551198  -0.937101  -5.803759  -0.001213  0.000132  -0.008300
-0.552488  -0.936659  -5.817619  -0.001453  0.000095  -0.008141
-0.554043  -0.936478  -5.830973  -0.001685  -0.000220  -0.007944
-0.555744  -0.936666  -5.843770  -0.001742  -0.000392  -0.007815
-0.557412  -0.936802  -5.856515  -0.001693  -0.000082  -0.007792
-0.559051  -0.936357  -5.869541  -0.001867  0.000637  -0.007821
-0.561006  -0.935114  -5.882743  -0.002503  0.001296  -0.007838
-0.563674  -0.933525  -5.895745  -0.003532  0.001429  -0.007849
-0.567396  -0.932245  -5.908466  -0.004583  0.000899  -0.007915
-0.572064  -0.931875  -5.921274  -0.005264  -0.000035  -0.008081
-0.577387  -0.932492  -5.934627  -0.005404  -0.000870  -0.008299
-0.582845  -0.933768  -5.948702  -0.004935  -0.001242  -0.008491
-0.587787  -0.935149  -5.963047  -0.003946  -0.001167  -0.008588
-0.591603  -0.936341  -5.977143  -0.002749  -0.001043  -0.008565
-0.594148  -0.937556  -5.990770  -0.001970  -0.001191  -0.008411
-0.596109  -0.939122  -6.004145  -0.002086  -0.001582  -0.008126
-0.598439  -0.941133  -6.017404  -0.002845  -0.001964  -0.007750
-0.601552  -0.943421  -6.030388  -0.003439  -0.002189  -0.007391
-0.604964  -0.945839  -6.043176  -0.003118  -0.002207  -0.007128
-0.607726  -0.948224  -6.055762  -0.002010  -0.002105  -0.006965
-0.609408  -0.950539  -6.068028  -0.000879  -0.002131  -0.006880
-0.610224  -0.953021  -6.079902  -0.000281  -0.002414  -0.006901
-0.610663  -0.955859  -6.091902  -0.000165  -0.002660  -0.007069
-0.610968  -0.958777  -6.104588  -0.000168  -0.002510  -0.007310
-0.611145  -0.961244  -6.117922  -0.000213  -0.001913  -0.007451
-0.611372  -0.962873  -6.131259  -0.000356  -0.001135  -0.007409
-0.611753  -0.963696  -6.143987  -0.000472  -0.000470  -0.007306
-0.612146  -0.963932  -6.156096  -0.000351  -0.000021  -0.007320
-0.612286  -0.963822  -6.168020  -0.000040  0.000161  -0.007530
-0.612061  -0.963647  -6.180438  0.000227  0.000079  -0.007848
-0.611655  -0.963672  -6.193577  0.000125  -0.000224  -0.008131
-0.611617  -0.964065  -6.207319  -0.000435  -0.000575  -0.008274
-0.612341  -0.964730  -6.221239  -0.001170  -0.000652  -0.008240
-0.613872  -0.965209  -6.235090  -0.001850  -0.000274  -0.008037
-0.616090  -0.965100  -6.248619  -0.002287  0.000363  -0.007746
-0.618575  -0.964382  -6.261660  -0.002474  0.000961  -0.007506
-0.621055  -0.963228  -6.273976  -0.002515  0.001415  -0.007434
-0.623348  -0.961730  -6.285893  -0.002520  0.001755  -0.007585
-0.625599  -0.959879  -6.298177  -0.002681  0.002016  -0.007806
-0.628228  -0.957684  -6.311283  -0.002956  0.002093  -0.007911
-0.631329  -0.955436  -6.325044  -0.003006  0.001790  -0.007862
-0.634485  -0.953649  -6.338836  -0.002509  0.001003  -0.007777
-0.637040  -0.952830  -6.352153  -0.001653  -0.000023  -0.007795
-0.638847  -0.952995  -6.364832  -0.001173  -0.000844  -0.007929
-0.640693  -0.953807  -6.377393  -0.001535  -0.001236  -0.008143
-0.643325  -0.954868  -6.390413  -0.002359  -0.001331  -0.008397
-0.646744  -0.956038  -6.404151  -0.003051  -0.001380  -0.008616
-0.650548  -0.957311  -6.418308  -0.003473  -0.001425  -0.008680
-0.654579  -0.958605  -6.432519  -0.003613  -0.001446  -0.008554
-0.658492  -0.959933  -6.446575  -0.003431  -0.001514  -0.008166
-0.662095  -0.961358  -6.460108  -0.003107  -0.001697  -0.007503
-0.665369  -0.962986  -6.472841  -0.002723  -0.002072  -0.006583
-0.668284  -0.964976  -6.484431  -0.002089  -0.002668  -0.005643
-0.670452  -0.967494  -6.495037  -0.001140  -0.003262  -0.005109
-0.671606  -0.970406  -6.505277  -0.000332  -0.003600  -0.005211
-0.672140  -0.973476  -6.515945  0.000043  -0.003527  -0.005797
-0.672343  -0.976261  -6.527457  0.000182  -0.003021  -0.006523
-0.672279  -0.978419  -6.539768  0.000238  -0.002144  -0.007146
-0.672063  -0.979632  -6.552706  0.000092  -0.001055  -0.007608
-0.672100  -0.979891  -6.565940  -0.000324  -0.000031  -0.007900
-0.672589  -0.979397  -6.579129  -0.000758  0.000810  -0.008017
-0.673411  -0.978295  -6.592103  -0.000941  0.001474  -0.008071
-0.674158  -0.976756  -6.605174  -0.000790  0.001808  -0.008152
-0.674598  -0.975192  -6.618708  -0.000554  0.001708  -0.008250
-0.674868  -0.973938  -6.632705  -0.000535  0.001441  -0.008290
-0.675331  -0.972917  -6.646799  -0.000789  0.001215  -0.008212
-0.676193  -0.972069  -6.660524  -0.001060  0.000935  -0.008051
-0.677263  -0.971514  -6.673807  -0.001181  0.000505  -0.007881
-0.678393  -0.971387  -6.686770  -0.001293  0.000092  -0.007731
-0.679632  -0.971528  -6.699546  -0.001397  -0.000078  -0.007604
-0.680848  -0.971657  -6.712367  -0.001435  0.000022  -0.007473
-0.681975  -0.971574  -6.725191  -0.001489  0.000303  -0.007312
-0.683106  -0.971133  -6.737900  -0.001616  0.000679  -0.007131
-0.684398  -0.970251  -6.750243  -0.001763  0.000908  -0.006984
-0.685926  -0.969221  -6.762321  -0.001962  0.000830  -0.006889
-0.687894  -0.968290  -6.774306  -0.002285  0.000581  -0.006809
-0.690405  -0.967565  -6.786416  -0.002738  0.000302  -0.006693
-0.693501  -0.967078  -6.798496  -0.003203  -0.000098  -0.006526
-0.696959  -0.967143  -6.810369  -0.003575  -0.000876  -0.006313
-0.700625  -0.968200  -6.821824  -0.003899  -0.001941  -0.006084
-0.704438  -0.970256  -6.832789  -0.004134  -0.002802  -0.005977
-0.708357  -0.972842  -6.843851  -0.004171  -0.003259  -0.006035
-0.712184  -0.975608  -6.855332  -0.003969  -0.003508  -0.006204
-0.715693  -0.978435  -6.867301  -0.003612  -0.003550  -0.006390
-0.718704  -0.980947  -6.879597  -0.003159  -0.003177  -0.006596
-0.721119  -0.982804  -6.892313  -0.002792  -0.002544  -0.006657
-0.723257  -0.984124  -6.905078  -0.002603  -0.002118  -0.006396
-0.725276  -0.985507  -6.917333  -0.002279  -0.002126  -0.005887
-0.726813  -0.987310  -6.928628  -0.001482  -0.002259  -0.005386
-0.727224  -0.989544  -6.939320  -0.000360  -0.002221  -0.004883
-0.726293  -0.991859  -6.949491  0.000322  -0.001821  -0.004120
-0.724626  -0.993763  -6.958045  -0.000061  -0.001126  -0.002786
-0.723254  -0.994696  -6.962738  -0.001249  -0.000539  -0.001093
-0.722744  -0.994459  -6.961771  -0.002382  -0.000457  0.000132
-0.723014  -0.993403  -6.955923  -0.002862  -0.000805  0.000190
